fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,346,LIBRARY FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,2780585,2780585,3297768
LOCAL,346,LIBRARY FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,37485,37485,37485
LOCAL,346,LIBRARY FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,15000,15000,15000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,14665,14665,14665
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,340922,340922,262709
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,216720,216720,185303
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,1014243,1014243,944778
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,5271982,5271982,5234416
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,1250727,1250727,1278230
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,6197,6197,6329
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,2010,2010,0
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,20,OVERTIME,115000,115000,115000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,214000,214000,214000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,5890,5890,5890
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,6580,6580,6580
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,30550,30550,30550
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,315000,315000,315000
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,319,CLOTHING,600,600,600
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,2014,2014,2014
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,158,158,158
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,846,846,846
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,507795,507795,507795
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,440,MACHINERY AND EQUIPMENT,30690,30690,30690
LOCAL,610,MIDWAY AIRPORT FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,450,VEHICLES,380000,380000,380000
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,29329,29329,29329
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,420000,420000,420000
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,1252821,1252821,965403
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,510013,510013,436079
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,7337058,7337058,6667170
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,6839,6839,6877
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,21827671,21827671,20467267
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,6495099,6495099,6640290
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,11,CONTRACT WAGE - SALARY,855,855,0
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,43165,43165,44117
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,1194,1194,2322
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,20,OVERTIME,700000,700000,700000
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,765000,765000,765000
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,9670,9670,9670
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,26639,26639,37499
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,60912,60912,60912
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,1320000,1320000,1320000
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,319,CLOTHING,3000,3000,3000
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,338,LICENSE STICKER TAG AND PLATES,7612,7612,10200
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,158,158,158
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,1034,1034,1034
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,2669850,2669850,2669850
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,440,MACHINERY AND EQUIPMENT,38000,38000,38000
LOCAL,740,O HARE REVENUE FUND,38,FLEET AND FACILITY MANAGEMENT,2140,FLEET OPERATIONS,450,VEHICLES,8000000,8000000,8000000
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,5,SALARIES AND WAGES - ON PAYROLL,6450044,6450044,6466340
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,20,OVERTIME,450149,450149,50000
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,55,EXTRA HIRE,1770660,1770660,677942
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,130,POSTAGE,354144,354144,18125
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,138,IT MAINTENANCE,232257,232257,232257
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,140,PROFESSIONAL AND TECHNICAL SERVICES,575600,575600,233000
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,143,COURT REPORTING,33534,33534,12331
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,145,LEGAL EXPENSES,1579000,1579000,457907
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,149,SOFTWARE MAINTENANCE AND LICENSING,661041,661041,661041
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,150,PUBLICATN & REPRODT-OUT,229816,229816,17385
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,152,ADVERTISING,37502,37502,3428
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,154,RENTAL-DATA HARDWARE EQ,54956,54956,54956
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,155,RENTAL OF PROPERTY,570918,570918,570918
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,157,RENTAL EQUIPMENT AND SERVICES,89831,89831,81771
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,159,LEASE/PURCHASE EQUIPMENT,471186,471186,471186
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,162,REPAIR/MAINT EQUIPMENT,114187,114187,89000
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,166,DUES  SUBSC & MEM,2919,2919,2850
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,169,TECHNICAL MEETING COSTS,21003,21003,21250
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,172,INSURANCE PREMIUMS,2439,2439,2750
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,178,FREIGHT AND EXPRESS CHARGES,113554,113554,2231
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,181,MOBILE COMMUNICATION SERVICES,342145,342145,170750
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,190,TELEPHONE - NON-CENTREX BILLINGS,261843,261843,208603
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,229,TRANSPORTATION AND EXPENSE ALLOWANCE,7943,7943,3916
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,245,REIMBURSEMENT TO TRAVELERS,1088,1088,1880
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,270,LOCAL TRANSPORTATION,4505,4505,540
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,340,MATERIAL AND SUPPLIES,315273,315273,182147
LOCAL,100,CORPORATE FUND,39,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,350,STATIONERY AND OFFICE SUPPLIES,16012,16012,29795
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,5,SALARIES AND WAGES - ON PAYROLL,15236421,15236421,15948547
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,11,CONTRACT WAGE - SALARY,33938,33938,0
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,15,SCHEDULE SALARY ADJUSTMENTS,64623,64623,17106
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,20,OVERTIME,42672,42672,51442
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,50,STIPENDS,43700,43700,43700
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,91,UNIFORM ALLOWANCE,5150,5150,8607
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,125,OFFICE AND BUILDING SERVICES,131000,131000,132000
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,130,POSTAGE,38330,38330,24906
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,135,DELEGATE AGENCIES,7888215,7888215,11879790
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,138,IT MAINTENANCE,60000,60000,6536
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,140,PROFESSIONAL AND TECHNICAL SERVICES,4599819,4599819,2092424
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,147,SURVEYS,408000,408000,0
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,148,TESTING AND INSPECTING,5900,5900,1000
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,149,SOFTWARE MAINTENANCE AND LICENSING,48845,48845,29020
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,150,PUBLICATN & REPRODT-OUT,16045,16045,37562
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,152,ADVERTISING,104500,104500,35000
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,157,RENTAL EQUIPMENT AND SERVICES,1260,1260,6704
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,159,LEASE/PURCHASE EQUIPMENT,170000,170000,160000
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,162,REPAIR/MAINT EQUIPMENT,4180,4180,4720
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,166,DUES  SUBSC & MEM,107000,107000,67457
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,169,TECHNICAL MEETING COSTS,39641,39641,22176
LOCAL,100,CORPORATE FUND,55,POLICE BOARD,2005,POLICE BOARD,50,STIPENDS,111000,111000,111000
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,179,MESSENGER SERVICES,5000,5000,10000
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,181,MOBILE COMMUNICATION SERVICES,189600,189600,214285
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,185,WASTE DISPOSAL SERVICES,6000,6000,0
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,189,TELEPHONE - NON-CENTREX BILLINGS,7600,7600,8500
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,190,TELEPHONE - NON-CENTREX BILLINGS,230000,230000,176436
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,196,DATA CIRCUITS,261000,261000,230000
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,197,TELEPHONE - MAINTENANCE,62000,62000,14875
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,229,TRANSPORTATION AND EXPENSE ALLOWANCE,15000,15000,2250
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,245,REIMBURSEMENT TO TRAVELERS,2000,2000,5450
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,270,LOCAL TRANSPORTATION,2150,2150,3150
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,330,FOOD,800,800,800
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,340,MATERIAL AND SUPPLIES,33633,33633,33633
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,545000,545000,671215
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,348,BOOKS AND RELATED MATERIAL,185,185,832
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,350,STATIONERY AND OFFICE SUPPLIES,9300,9300,20000
LOCAL,100,CORPORATE FUND,41,DEPARTMENT OF PUBLIC HEALTH,1005,DEPARTMENT OF PUBLIC HEALTH,445,TECHNICAL AND SCIENTIFIC EQUIPMENT,7920,7920,30234
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,5,SALARIES AND WAGES - ON PAYROLL,1079802,1079802,1094682
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,11,CONTRACT WAGE - SALARY,1347,1347,0
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,130,POSTAGE,4971,4971,4350
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,42400,42400,42400
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,143,COURT REPORTING,8660,8660,8660
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,159,LEASE/PURCHASE EQUIPMENT,2946,2946,3837
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,162,REPAIR/MAINT EQUIPMENT,600,600,600
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,166,DUES  SUBSC & MEM,4980,4980,4980
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,190,TELEPHONE - NON-CENTREX BILLINGS,3700,3700,3500
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,197,TELEPHONE - MAINTENANCE,2380,2380,410
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,341,341,0
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,270,LOCAL TRANSPORTATION,1000,1000,600
LOCAL,100,CORPORATE FUND,45,COMMISSION ON HUMAN RELATIONS,2005,HUMAN RELATIONS,350,STATIONERY AND OFFICE SUPPLIES,2750,2750,1500
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,5,SALARIES AND WAGES - ON PAYROLL,1039872,1039872,1176828
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,11,CONTRACT WAGE - SALARY,2181,2181,0
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,39,STUDENT AS TRAINEES,7525,7525,7525
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,130,POSTAGE,2492,2492,1650
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,140,PROFESSIONAL AND TECHNICAL SERVICES,303217,303217,136812
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,157,RENTAL EQUIPMENT AND SERVICES,14796,14796,14796
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,159,LEASE/PURCHASE EQUIPMENT,14756,14756,14380
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,162,REPAIR/MAINT EQUIPMENT,2051,2051,1568
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,169,TECHNICAL MEETING COSTS,900,900,3705
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,181,MOBILE COMMUNICATION SERVICES,1848,1848,2464
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,190,TELEPHONE - NON-CENTREX BILLINGS,14003,14003,12900
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,197,TELEPHONE - MAINTENANCE,3220,3220,920
LOCAL,100,CORPORATE FUND,48,MOPD,2005,MOPD,245,REIMBURSEMENT TO TRAVELERS,1506,1506,2234
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,5,SALARIES AND WAGES - ON PAYROLL,4378638,4378638,4531950
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,11,CONTRACT WAGE - SALARY,8365,8365,0
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,9438,9438,14297
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,125,OFFICE AND BUILDING SERVICES,30555,30555,31853
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,130,POSTAGE,10860,10860,29443
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,850466,850466,365466
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,152,ADVERTISING,1780,1780,1780
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,159,LEASE/PURCHASE EQUIPMENT,42925,42925,43377
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,166,DUES  SUBSC & MEM,11479,11479,11479
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,169,TECHNICAL MEETING COSTS,27060,27060,27060
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,181,MOBILE COMMUNICATION SERVICES,27510,27510,34520
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,188,VEHICLE TRACKING SERVICE,2748,2748,0
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,190,TELEPHONE - NON-CENTREX BILLINGS,38600,38600,40000
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,196,DATA CIRCUITS,32200,32200,36000
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,197,TELEPHONE - MAINTENANCE,38700,38700,3470
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,245,REIMBURSEMENT TO TRAVELERS,2000,2000,3000
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,270,LOCAL TRANSPORTATION,800,800,800
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,340,MATERIAL AND SUPPLIES,9890,9890,9890
LOCAL,100,CORPORATE FUND,50,FAMILY AND SUPPORT SERVICES,2005,FAMILY AND SUPPORT SERVICES,350,STATIONERY AND OFFICE SUPPLIES,18150,18150,18150
