fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,42,,1075612,1075612,6571795
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,45,For the Cost of Claims and Administration or Premiums for Term Life Insurance,13335,13335,68590
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,51,Claims Under Unemployment Insurance Act,15063,15063,15063
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,52,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,35973,35973,202344
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,56,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,54690,54690,314140
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,138,For Professional Services for Information Technology Maintenance,0,0,1378016
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,0,0,8824
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,7813000,7813000,7930000
LOCAL,0353,Emergency Communication Fund,99,Finance General,2005,Finance General,9980,Municipal Fund Pension Allocation,10641000,10641000,12972000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,3,Scheduled Wage Adjustments,107426,107426,0
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,29,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,266255,266255,296651
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,42,,573562,573562,736112
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,45,For the Cost of Claims and Administration or Premiums for Term Life Insurance,7111,7111,7683
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,49,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,55000,55000,55000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,51,Claims Under Unemployment Insurance Act,28454,28454,28454
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,52,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,19182,19182,22665
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,56,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,29163,29163,35187
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,135,For Delegate Agencies,75000,75000,0
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,138,For Professional Services for Information Technology Maintenance,140181,140181,202214
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,4313,4313,992
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,140,For Professional and Technical Services and Other Third Party Benefit Agreements,4770476,4770476,5020476
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,149,For Software Maintenance and Licensing,112,112,0
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,160,Repair or Maintenance of Property,500000,500000,400000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,161,Operation  Repair or Maintenance of Facilities,200000,200000,200000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,318750,318750,248000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,1922,1922,1922
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,81372,81372,81372
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9124,For the Sister Cities Program,528643,528643,528643
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9610,To Reimburse Corporate Fund for Pension Payments,1349468,1349468,1645000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,6285000,6285000,6669000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9770,Transfer for Services Provided by the Department of Finance,80000,80000,80000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9771,Transfer for Services Provided by the Department of Fleet and Facilities Management,372000,372000,372000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9772,Transfer for Services Provided by the Chicago Department of Public Health,15000,15000,22000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9773,Transfer for Services Provided by the Department of Police,950000,950000,950000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9774,Transfer for Services Provided by the Office of Emergency Management and Communication,250000,250000,250000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9775,Transfer for Services Provided by the Fire Department,165000,165000,165000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9776,Transfer for Services Provided by the Department of Streets and Sanitation,60500,60500,60500
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9777,Transfer for Services Provided by the Chicago Department of Transportation,5000,5000,5000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9805,For Festival Production,100000,100000,175000
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,99,Finance General,2005,Finance General,9813,For Local Promotions and Marketing,25000,25000,25000
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,7644000,7644000,7421000
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,4515000,4515000,4740000
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,943,For Interest on Loans,3367000,3367000,3222000
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,944,For Payment on Loans,0,0,3035000
LOCAL,0383,Motor Fuel Tax Debt Service Fund,99,Finance General,2005,Finance General,959,For Bond Fees and Costs,18000,18000,18000
LOCAL,0505,Sales Tax Bond Redemption Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,24216000,24216000,0
LOCAL,0505,Sales Tax Bond Redemption Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,14635000,14635000,0
LOCAL,0505,Sales Tax Bond Redemption Fund,99,Finance General,2005,Finance General,959,For Bond Fees and Costs,72000,72000,0
LOCAL,0510,Bond Redemption and Interest Series Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,415957000,415957000,464929122
LOCAL,0510,Bond Redemption and Interest Series Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,199440000,199440000,155144900
LOCAL,0510,Bond Redemption and Interest Series Fund,99,Finance General,2005,Finance General,960,For Loss in Collection of Taxes,16599000,16599000,17078978
LOCAL,0516,Library Bond Redemption Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,2563000,2563000,2488000
LOCAL,0516,Library Bond Redemption Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,1605000,1605000,1680000
LOCAL,0516,Library Bond Redemption Fund,99,Finance General,2005,Finance General,960,For Loss in Collection of Taxes,170000,170000,170000
LOCAL,0521,"Library Note Redemption and Interest Tender Notes Series ""B"" Fund",99,Finance General,2005,Finance General,960,For Loss in Collection of Taxes,3437000,3437000,4037000
LOCAL,0521,"Library Note Redemption and Interest Tender Notes Series ""B"" Fund",99,Finance General,2005,Finance General,961,For Payment of Term Notes,83627000,83627000,98087000
LOCAL,0525,Emergency Communication Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,5339000,5339000,4378000
LOCAL,0525,Emergency Communication Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,16990000,16990000,17945000
LOCAL,0549,City Colleges Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,24530000,24530000,25052000
LOCAL,0549,City Colleges Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,10674000,10674000,10117000
LOCAL,0549,City Colleges Bond Redemption and Interest Fund,99,Finance General,2005,Finance General,960,For Loss in Collection of Taxes,1428000,1428000,1461000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,29,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,1578558,1578558,2173059
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,42,,3580510,3580510,5392242
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,43,,47917,47917,47917
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,45,For the Cost of Claims and Administration or Premiums for Term Life Insurance,42159,42159,56279
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,49,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,175000,175000,175000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,51,Claims Under Unemployment Insurance Act,93185,93185,93185
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,52,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,113726,113726,166026
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,56,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,172900,172900,257756
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,138,For Professional Services for Information Technology Maintenance,513291,513291,1002838
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,18456,18456,7054
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1548748,1548748,1341783
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,142,Accounting and Auditing,600500,600500,470500
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,145,Legal Expenses,913000,913000,847000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,149,For Software Maintenance and Licensing,458,458,0
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,161,Operation  Repair or Maintenance of Facilities,20000,20000,20000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,172,For the Cost of Insurance Premiums and Expenses,3200000,3200000,3224000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,71515000,71515000,75791162
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,35090000,35090000,48185000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,931,For the Payment of Tort and Non-Tort Judgments  Outside Counsel Expenses and Expert Costs  as Approved by the Corporation Counsel,4500,4500,4500
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,959,For Bond Fees and Costs,2800817,2800817,2769400
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,7025,7025,7025
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9046,For Operations and Maintenance Reserve,1200000,1200000,1200000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,278870,278870,278870
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,7711000,7711000,7612000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9711,Transfer to O'Hare Fund for Administrative Salaries,3000000,3000000,3000000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9980,Municipal Fund Pension Allocation,5028000,5028000,6283000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9981,Laborers' Fund Pension Allocation,698000,698000,884000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9982,Policemen's Fund Pension Allocation,2538000,2538000,3386000
LOCAL,0610,Chicago Midway Airport Fund,99,Finance General,2005,Finance General,9983,Firemen's Fund Pension Allocation,3226000,3226000,3351000
LOCAL,0681,Municipal Employees' Annuity and Benefit Fund,99,Finance General,2005,Finance General,976,For the City's Contribution to Employees' Annuity and Benefit Fund,344000000,344000000,421000000
LOCAL,0681,Municipal Employees' Annuity and Benefit Fund,99,Finance General,2005,Finance General,980,Municipal Employees' Annuity and Benefit Obligation Fund,58200000,58200000,50002000
LOCAL,0682,Laborers' and Retirement Board Annuity and Benefit Fund,99,Finance General,2005,Finance General,976,For the City's Contribution to Employees' Annuity and Benefit Fund,48000000,48000000,60000000
LOCAL,0683,Policemen's Annuity and Benefit Fund,99,Finance General,2005,Finance General,976,For the City's Contribution to Employees' Annuity and Benefit Fund,557000000,557000000,579000000
LOCAL,0684,Firemen's Annuity and Benefit Fund,99,Finance General,2005,Finance General,976,For the City's Contribution to Employees' Annuity and Benefit Fund,238499000,238499000,248544000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,3,Scheduled Wage Adjustments,1095758,1095758,0
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,29,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,7580464,7580464,8324102
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,45,For the Cost of Claims and Administration or Premiums for Term Life Insurance,202453,202453,215582
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,49,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,330000,330000,330000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,51,Claims Under Unemployment Insurance Act,478731,478731,478731
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,52,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,546130,546130,635976
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,56,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,830289,830289,987359
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,70,Tuition Reimbursement and Educational Programs,45000,45000,45000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,135,For Delegate Agencies,970000,970000,970000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,138,For Professional Services for Information Technology Maintenance,2836967,2836967,3479824
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,101765,101765,27345
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,140,For Professional and Technical Services and Other Third Party Benefit Agreements,19993543,19993543,50979540
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,142,Accounting and Auditing,1549800,1549800,1077000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,145,Legal Expenses,3504000,3504000,3530000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,149,For Software Maintenance and Licensing,2534,2534,0
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,161,Operation  Repair or Maintenance of Facilities,30000,30000,30000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,172,For the Cost of Insurance Premiums and Expenses,13750000,13750000,13846000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,902,For Interest on Bonds,310617335,310617335,324183362
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,912,For Payment of Bonds,264405000,264405000,245735000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,931,For the Payment of Tort and Non-Tort Judgments  Outside Counsel Expenses and Expert Costs  as Approved by the Corporation Counsel,8000,8000,8000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,959,For Bond Fees and Costs,6077280,6077280,5924081
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,36820,36820,36820
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9046,For Operations and Maintenance Reserve,3000000,3000000,3000000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9047,For Special Capital Projects Requiring Airline Approval  Excluding Airline Improvement Program,2000000,2000000,2000000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9067,For Physical Exams,0,0,26416
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,1558575,1558575,1558575
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,0,0,31538000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9626,To Reimburse Corporate Fund for Indirect Administrative and General Salaries Chargeable to O'Hare Fund,18520000,18520000,0
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9629,To Reimburse Corporate Fund for Indirect Administrative and General Non-Salary Chargeable to O'Hare Fund,10838646,10838646,0
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9980,Municipal Fund Pension Allocation,23678000,23678000,29673000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9981,Laborers' Fund Pension Allocation,3016000,3016000,3899000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9982,Policemen's Fund Pension Allocation,7840000,7840000,10120000
LOCAL,0740,Chicago O'Hare Airport Fund,99,Finance General,2005,Finance General,9983,Firemen's Fund Pension Allocation,12157000,12157000,12502000
LOCAL,0934,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9610,To Reimburse Corporate Fund for Pension Payments,221597,221597,0
LOCAL,0934,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,803000,803000,0
LOCAL,0934,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9668,To Reimburse Corporate Fund for Healthcare and Insurance Costs,265607,265607,0
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,29,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,0,0,53612
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,42,,0,0,133032
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,45,For the Cost of Claims and Administration or Premiums for Term Life Insurance,0,0,1388
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,52,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,0,0,4096
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,56,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,0,0,6359
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9610,To Reimburse Corporate Fund for Pension Payments,0,0,283000
LOCAL,0996,Affordable Housing Opportunity Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,0,0,577000
GRANTS,0U61,Local Health Protection,41,Department of Public Health,2730,Local Health Protection,801,Indirect Costs,0,0,815775
LOCAL,0B09,CTA Real Property Transfer Tax Fund,99,Finance General,2005,Finance General,9205,For Distribution of the Net Proceeds of the Real Property Transfer Tax - CTA Portion,67376000,67376000,63360000
LOCAL,0B09,CTA Real Property Transfer Tax Fund,99,Finance General,2005,Finance General,9640,To Reimburse Corporate Fund for Costs Incurred for Collection of the Real Property Transfer Tax - CTA Portion,664000,664000,640000
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,3,Scheduled Wage Adjustments,94692,94692,0
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,29,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,0,0,239465
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,42,,0,0,594211
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,45,For the Cost of Claims and Administration or Premiums for Term Life Insurance,0,0,6202
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,52,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,0,0,18296
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,56,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,0,0,28404
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,138,For Professional Services for Information Technology Maintenance,111885,111885,165196
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,3623,3623,801
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,142,Accounting and Auditing,435000,435000,435000
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,149,For Software Maintenance and Licensing,89,89,0
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,169,Technical Meeting Costs,10200,10200,10200
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,9610,To Reimburse Corporate Fund for Pension Payments,1171052,1171052,1379000
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,534000,534000,513000
LOCAL,0B21,Tax Increment Financing Administration Fund,99,Finance General,2005,Finance General,9668,To Reimburse Corporate Fund for Healthcare and Insurance Costs,1405212,1405212,0
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,3,Scheduled Wage Adjustments,44946,44946,0
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,139,For Professional Services for Information Technology Development,252557,252557,197406
LOCAL,0B32,Garbage Collection Fund,99,Finance General,2005,Finance General,140,For Professional and Technical Services and Other Third Party Benefit Agreements,812160,812160,812160
LOCAL,0B39,Human Capital Innovation Fund,99,Finance General,2005,Finance General,9713,Transfer to Corporate Fund for Administrative Salaries,0,0,490000
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,29,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,0,0,17871
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,42,,0,0,44344
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,45,For the Cost of Claims and Administration or Premiums for Term Life Insurance,0,0,463
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,52,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,0,0,1365
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,56,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,0,0,2120
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,9610,To Reimburse Corporate Fund for Pension Payments,0,0,81000
LOCAL,0B41,Neighborhood Opportunity Fund,99,Finance General,2005,Finance General,9611,To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund,0,0,246000
LOCAL,0B42,Foreign Fire Insurance Tax Fund,99,Finance General,2005,Finance General,9287,For Distribution of the Net Proceeds of the Foreign Fire Insurance Tax to Board,0,0,5500000
GRANTS,0J83,100 Resilient Cities Initiative,1,Office of the Mayor,2810,100 Resilient Cities Initiative,5,Salaries and Wages - on Payroll,117600,117600,39419
GRANTS,0J83,100 Resilient Cities Initiative,1,Office of the Mayor,2810,100 Resilient Cities Initiative,44,Fringe Benefits,50076,50076,37581
GRANTS,0J83,100 Resilient Cities Initiative,1,Office of the Mayor,2810,100 Resilient Cities Initiative,140,For Professional and Technical Services and Other Third Party Benefit Agreements,77324,77324,0
GRANTS,0Z01,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,5,Salaries and Wages - on Payroll,51000,51000,66960
GRANTS,0Z01,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,6,Salary Provision,0,0,5057
GRANTS,0Z01,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,44,Fringe Benefits,21282,21282,27146
GRANTS,0Z01,Smart Grid / Energy Efficiency Consumer Education,1,Office of the Mayor,2804,Smart Grid / Energy Efficiency Consumer Education,140,For Professional and Technical Services and Other Third Party Benefit Agreements,66718,66718,837
GRANTS,0Z07,Cities of Services,1,Office of the Mayor,2823,Cities of Services,140,For Professional and Technical Services and Other Third Party Benefit Agreements,25000,25000,0
GRANTS,0Z10,Gun Violence,1,Office of the Mayor,2826,Gun Violence,5,Salaries and Wages - on Payroll,98269,98269,103008
GRANTS,0Z10,Gun Violence,1,Office of the Mayor,2826,Gun Violence,44,Fringe Benefits,41731,41731,41759
GRANTS,0Z10,Gun Violence,1,Office of the Mayor,2826,Gun Violence,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,2233
GRANTS,0Z11,Police Reform,1,Office of the Mayor,2825,Police Reform,5,Salaries and Wages - on Payroll,0,0,92700
GRANTS,0Z11,Police Reform,1,Office of the Mayor,2825,Police Reform,44,Fringe Benefits,0,0,37581
GRANTS,0Z11,Police Reform,1,Office of the Mayor,2825,Police Reform,140,For Professional and Technical Services and Other Third Party Benefit Agreements,158000,158000,1719
GRANTS,0Z26,HBS Fellows Program,1,Office of the Mayor,2827,HBS Fellows Program,5,Salaries and Wages - on Payroll,0,0,-15515
GRANTS,0Z26,HBS Fellows Program,1,Office of the Mayor,2827,HBS Fellows Program,44,Fringe Benefits,0,0,38515
GRANTS,0Z26,HBS Fellows Program,1,Office of the Mayor,2827,HBS Fellows Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,45000,45000,0
GRANTS,0Z29,Pathways to Freedom,1,Office of the Mayor,2828,Pathways to Freedom,5,Salaries and Wages - on Payroll,0,0,92700
