fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
GRANTS,0X69,Hazardous Materials Emergency Preparedness Planning,58,Office of Emergency Management and Communications,2825,2006 Hazardous Materials Emergency Preparedness Grant,140,For Professional and Technical Services and Other Third Party Benefit Agreements,80000,80000,80000
GRANTS,0Z94,Emergency Management Assistance,58,Office of Emergency Management and Communications,2820,Emergency Management Assistance,6,Salary Provision,0,0,625000
GRANTS,0Z95,Preparedness and Response Grant Program,58,Office of Emergency Management and Communications,2902,Preparedness and Response,140,For Professional and Technical Services and Other Third Party Benefit Agreements,350000,350000,350000
GRANTS,0V35,Securing the Cities,59,Chicago Fire Department,2823,Securing the City,5,Salaries and Wages - on Payroll,0,0,328459
GRANTS,0V35,Securing the Cities,59,Chicago Fire Department,2823,Securing the City,44,Fringe Benefits,0,0,133984
GRANTS,0V35,Securing the Cities,59,Chicago Fire Department,2823,Securing the City,140,For Professional and Technical Services and Other Third Party Benefit Agreements,10000000,10000000,16135557
GRANTS,0V36,Port Security,59,Chicago Fire Department,2824,Port Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,4000,4000,0
GRANTS,0V37,Fire Academy Training and Improvement,59,Chicago Fire Department,2810,Fire Academy Training and Improvement,140,For Professional and Technical Services and Other Third Party Benefit Agreements,2747000,2747000,0
GRANTS,0V64,Port Security,59,Chicago Fire Department,2824,Port Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,207000,207000,207000
GRANTS,0V67,Fire Academy Training and Improvement,59,Chicago Fire Department,2810,Fire Academy Training and Improvement,5,Salaries and Wages - on Payroll,1001881,1001881,0
GRANTS,0V67,Fire Academy Training and Improvement,59,Chicago Fire Department,2810,Fire Academy Training and Improvement,44,Fringe Benefits,426617,426617,0
GRANTS,0V67,Fire Academy Training and Improvement,59,Chicago Fire Department,2810,Fire Academy Training and Improvement,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1373502,1373502,2802000
GRANTS,0V73,Fire Prevention and Safety,59,Chicago Fire Department,2815,Fire Prevention and Safety,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,500000
GRANTS,0Z65,Fire Prevention and Safety - Match,59,Chicago Fire Department,2815,Fire Prevention and Safety,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,25000
GRANTS,0Z87,Fire Academy Training and Improvement,59,Chicago Fire Department,2810,Fire Academy Training and Improvement,5,Salaries and Wages - on Payroll,0,0,998077
GRANTS,0Z87,Fire Academy Training and Improvement,59,Chicago Fire Department,2810,Fire Academy Training and Improvement,15,Schedule Salary Adjustments,0,0,2335
GRANTS,0Z87,Fire Academy Training and Improvement,59,Chicago Fire Department,2810,Fire Academy Training and Improvement,44,Fringe Benefits,0,0,414891
GRANTS,0Z87,Fire Academy Training and Improvement,59,Chicago Fire Department,2810,Fire Academy Training and Improvement,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,1784697
GRANTS,0Z88,Port Security,59,Chicago Fire Department,2824,Port Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,751000
GRANTS,0Z89,Port Security,59,Chicago Fire Department,2824,Port Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,251000
GRANTS,0Z91,Port Security,59,Chicago Fire Department,2824,Port Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,69000,69000,69000
GRANTS,0Z92,Assistance to Firefighters,59,Chicago Fire Department,2812,Assistance to Firefighters,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,3000000
GRANTS,0Z93,Assistance to Firefighters,59,Chicago Fire Department,2812,Assistance to Firefighters,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,450000
GRANTS,0J94,Tobacco Enforcement Grant,70,Department of Business Affairs and Consumer Protection,2801,Tobacco Enforcement Grant,140,For Professional and Technical Services and Other Third Party Benefit Agreements,225000,225000,0
GRANTS,0P20,Illinois Department of Commerce and Economic Opportunity,70,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,5,Salaries and Wages - on Payroll,317125,317125,353748
GRANTS,0P20,Illinois Department of Commerce and Economic Opportunity,70,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,15,Schedule Salary Adjustments,4343,4343,2259
GRANTS,0P20,Illinois Department of Commerce and Economic Opportunity,70,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,44,Fringe Benefits,139036,139036,143409
GRANTS,0P20,Illinois Department of Commerce and Economic Opportunity,70,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,138,For Professional Services for Information Technology Maintenance,36833,36833,36833
GRANTS,0P20,Illinois Department of Commerce and Economic Opportunity,70,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,140,For Professional and Technical Services and Other Third Party Benefit Agreements,20890,20890,25978
GRANTS,0P20,Illinois Department of Commerce and Economic Opportunity,70,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,446,For the Purchase of Data Processing  Office Automation and Data Communication Hardware,55323,55323,155323
GRANTS,0P20,Illinois Department of Commerce and Economic Opportunity,70,Department of Business Affairs and Consumer Protection,2815,Cable Local Origination,9470,For Services Provided by Business Affairs and Consumer Protection,685450,685450,685450
GRANTS,0Z42,Tobacco Enforcement Grant,70,Department of Business Affairs and Consumer Protection,2801,Tobacco Enforcement Grant,6,Salary Provision,0,0,333000
GRANTS,0Z64,Tobacco Enforcement Grant,70,Department of Business Affairs and Consumer Protection,2801,Tobacco Enforcement Grant,6,Salary Provision,0,0,333000
GRANTS,0Z64,Tobacco Enforcement Grant,70,Department of Business Affairs and Consumer Protection,2801,Tobacco Enforcement Grant,140,For Professional and Technical Services and Other Third Party Benefit Agreements,333000,333000,0
GRANTS,0L98,IDOT Transportation Funds,84,Chicago Department of Transportation,280E,IDOT Transportation Funds,140,For Professional and Technical Services and Other Third Party Benefit Agreements,69000000,69000000,88053000
GRANTS,0L99,National Priority Safety Program,84,Chicago Department of Transportation,280G,National Priority Safety Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,465000,465000,500000
GRANTS,0M07,Private Funded Grants,84,Chicago Department of Transportation,2901,Outside Funding Contributions,540,Construction of Buildings and Other Structures,100000,100000,1000000
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2824,Midway - AIP - Noise Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,17500000,17500000,42500000
GRANTS,0W00,Chicago Metropolitan Agency for Planning (CMAP) Local Assistance Program,84,Chicago Department of Transportation,2968,Chicago Metropolitan Agency for Planning (CMAP) Local Assistance Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,200000
GRANTS,0W01,Chicago Transit Authority Infrastructure Improvement,84,Chicago Department of Transportation,2996,Chicago Transit Authority Infrastructure Improvement,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1700000,1700000,1700000
GRANTS,0W02,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality - Federal,540,Construction of Buildings and Other Structures,29000000,29000000,46100000
GRANTS,0W03,Cook County Highway Program,84,Chicago Department of Transportation,2873,Cook County Highway Program,540,Construction of Buildings and Other Structures,19380000,19380000,18000000
GRANTS,0W04,Cubs Fund for Neighborhood Improvements,84,Chicago Department of Transportation,2995,Cubs Fund for Neighborhood Improvements,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,250000
GRANTS,0W05,High Priority / SAFETEA - LU - Federal,84,Chicago Department of Transportation,2869,High Priority / SAFETEA - LU - Federal,540,Construction of Buildings and Other Structures,3760000,3760000,1003000
GRANTS,0W06,Highway Safety Improvement Program,84,Chicago Department of Transportation,2925,Highway Safety Improvement Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,4290000
GRANTS,0W11,Illinois Transportation Enhancement Program,84,Chicago Department of Transportation,2993,Illinois Transportation Enhancement Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,2304000
GRANTS,0W12,Major Bridge - Federal,84,Chicago Department of Transportation,2906,Major Bridge - Federal,540,Construction of Buildings and Other Structures,0,0,5060000
GRANTS,0W13,Safe Routes to School,84,Chicago Department of Transportation,2921,Safe Routes to School,540,Construction of Buildings and Other Structures,0,0,1300000
GRANTS,0W15,State Planning and Research,84,Chicago Department of Transportation,2981,State Planning and Research,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1776000,1776000,2400000
GRANTS,0W16,Surface Transportation Program - Federal - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program - Federal - Construction,540,Construction of Buildings and Other Structures,80000000,80000000,149748000
GRANTS,0W18,Transportation Alternatives Program,84,Chicago Department of Transportation,2994,Transportation Alternatives Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,29000000
GRANTS,0W20,Transportation Planning,84,Chicago Department of Transportation,280P,Transportation Planning,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,950000
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Uniform Work Program,5,Salaries and Wages - on Payroll,229925,229925,229449
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Uniform Work Program,15,Schedule Salary Adjustments,2355,2355,858
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Uniform Work Program,44,Fringe Benefits,98024,98024,94961
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Uniform Work Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,466696,466696,874732
GRANTS,0W22,Illinois Secretary of State Grant,84,Chicago Department of Transportation,280K,Illinois Secretary of State Grant,540,Construction of Buildings and Other Structures,0,0,900000
GRANTS,0W23,Illinois Competitive Freight Program,84,Chicago Department of Transportation,280L,Illinois Competitive Freight Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,2760000
GRANTS,0W24,Department of Commerce and Economic Opportunity,84,Chicago Department of Transportation,280M,Department of Commerce and Economic Opportunity,540,Construction of Buildings and Other Structures,0,0,7906000
GRANTS,0W25,New Freedom Program,84,Chicago Department of Transportation,280N,New Freedom Program,540,Construction of Buildings and Other Structures,0,0,1772000
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2805,Midway - Airport Improvement Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,35720000,35720000,35920000
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2807,Midway TSA,140,For Professional and Technical Services and Other Third Party Benefit Agreements,43181000,43181000,43181000
CDBG,0J45,Community Development Block Grant Year XLV,5,Office of Budget and Management,2505,Administration and Monitoring,44,Fringe Benefits,93602,93602,93665
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2800,O'Hare Airport - FAA (MOA) - Phase II,140,For Professional and Technical Services and Other Third Party Benefit Agreements,7600000,7600000,7600000
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2810,O'Hare - Airport Improvement Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,31342000,31342000,49842000
