fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,169,TECHNICAL MEETING COSTS,3371,3371,3371
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,190,TELEPHONE-CENTREX,9600,9600,9600
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,191,TELEPHONE-RELOCATIONS,9600,9600,9600
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,229,TRAN/EXP ALLOWANCE,3000,3000,3000
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,348,BOOKS AND RELATED MTL,1414,1414,1414
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2903,AREA PLAN ON AGING - STATE,350,STATIONERY AND OFFICE SUPPL,34000,34000,34000
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,5,SALARIES AND WAGES - ON PAYROLL,8161432,8161432,7610242
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,15,SCHEDULE SALARY ADJ,27620,27620,34330
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,39,STUDENT AS TRAINEES,10000,10000,10000
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,44,FRINGE BENEFITS,3142803,3142803,2854635
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,125,OFF AND BUILDING SERV,9310,9310,9310
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,130,POSTAGE,43648,43648,43648
GRANTS,0N27,HEAD START,27,FINANCE,2801,DHS ACCOUNTING,5,SALARIES AND WAGES - ON PAYROLL,217316,217316,220998
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,140,PROF & TECHNICAL SERVICES,3251732,3251732,2842243
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,150,PUBLICATN & REPRODT-OUT,30000,30000,30000
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,160,REPAIR/MAINT PROPERTY,25709,25709,25709
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,162,REPAIR/MAINT EQUIPMENT,45101,45101,35101
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,166,"DUES, SUBSC & MEM",5104,5104,5104
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,169,TECHNICAL MEETING COSTS,8479,8479,7616
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,190,TELEPHONE-CENTREX,15000,15000,15000
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,229,TRAN/EXP ALLOWANCE,36000,36000,36000
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,270,LOCAL TRANSPORTATION,15600,15600,15600
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,350,STATIONERY AND OFFICE SUPPL,6336,6336,6336
GRANTS,0J06,AREA PLAN ON AGING - OLDER AMERICANS ACT,50,FAMILY AND SUPPORT SERVICES,2904,AREA PLAN ON AGING - FEDERAL,9651,REIMREIMB CORP,419126,419126,419126
GRANTS,0J07,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,Local Alcohol Program,6,SALARY PROVISION,0,0,20000
GRANTS,0J07,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,Local Alcohol Program,20,OVERTIME,0,0,493000
GRANTS,0J07,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,Local Alcohol Program,176,MAINTN & OPERTN-CY VEHL,0,0,22000
GRANTS,0J07,LOCAL ALCOHOL PROGRAM,57,DEPARTMENT OF POLICE,2995,Local Alcohol Program,245,REIMBURSEMENT TRAVELERS,0,0,4000
GRANTS,0J08,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,5,SALARIES AND WAGES - ON PAYROLL,0,0,150679
GRANTS,0J08,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,6,SALARY PROVISION,0,0,0
GRANTS,0J08,VIOLENCE AGAINST WOMEN - PROTOCOL,57,DEPARTMENT OF POLICE,2844,VIOLENCE AGAINST WOMEN - DVP,44,FRINGE BENEFITS,0,0,56321
GRANTS,0J09,SUBSTANCE ABUSE AND AIDS PREV. - DEAF,48,MAYORS OFFICE-DISABILITIES,2805,SUBSTANCE ABUSE/AIDS PREV-H.I.,5,SALARIES AND WAGES - ON PAYROLL,0,0,130325
GRANTS,0J09,SUBSTANCE ABUSE AND AIDS PREV. - DEAF,48,MAYORS OFFICE-DISABILITIES,2805,SUBSTANCE ABUSE/AIDS PREV-H.I.,44,FRINGE BENEFITS,0,0,48554
GRANTS,0J09,SUBSTANCE ABUSE AND AIDS PREV. - DEAF,48,MAYORS OFFICE-DISABILITIES,2805,SUBSTANCE ABUSE/AIDS PREV-H.I.,140,PROF & TECHNICAL SERVICES,0,0,30121
GRANTS,0J09,SUBSTANCE ABUSE AND AIDS PREV. - DEAF,57,DEPARTMENT OF POLICE,2882,NAT. EXPLOSIVES DETECT. CANINE,6,SALARY PROVISION,0,0,0
GRANTS,0J11,BULLETPROOF VESTS PARTNERSHIP - BJA,57,DEPARTMENT OF POLICE,2808,BULLETPROOF VESTS,340,MATERIAL AND SUPPLIES,0,0,1638000
GRANTS,0J12,IDOT SUSTAINED TRAFFIC ENFORCEMENT PGM,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,6,SALARY PROVISION,0,0,8000
GRANTS,0J12,IDOT SUSTAINED TRAFFIC ENFORCEMENT PGM,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,20,OVERTIME,0,0,315000
GRANTS,0J12,IDOT SUSTAINED TRAFFIC ENFORCEMENT PGM,57,DEPARTMENT OF POLICE,2968,IDOT SUSTAINED TRAFFIC ENFORCE,176,MAINTN & OPERTN-CY VEHL,0,0,9000
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,5,SALARIES AND WAGES - ON PAYROLL,0,0,68237
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,6,SALARY PROVISION,0,0,0
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,44,FRINGE BENEFITS,0,0,25423
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,135,DELEGATE AGENCIES,0,0,50823
GRANTS,0J13,JUVENILE BLOCK GRANT,57,DEPARTMENT OF POLICE,2948,JUVENILE BLOCK GRANT,340,MATERIAL AND SUPPLIES,0,0,5517
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,Edward Byrne Memorial JAG,5,SALARIES AND WAGES - ON PAYROLL,0,0,90768
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,Edward Byrne Memorial JAG,6,SALARY PROVISION,0,0,0
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,Edward Byrne Memorial JAG,44,FRINGE BENEFITS,0,0,33817
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,Edward Byrne Memorial JAG,135,DELEGATE AGENCIES,0,0,0
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,Edward Byrne Memorial JAG,140,PROF & TECHNICAL SERVICES,0,0,4875415
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,Edward Byrne Memorial JAG,245,REIMBURSEMENT TRAVELERS,0,0,0
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,Edward Byrne Memorial JAG,340,MATERIAL AND SUPPLIES,0,0,0
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,Edward Byrne Memorial JAG,445,TECH AND SCIENTIFIC EQUIP,0,0,0
GRANTS,0J14,EDWARD BYRNE MEMORIAL JUSTICE ASSISTANCE,57,DEPARTMENT OF POLICE,2996,Edward Byrne Memorial JAG,450,VEHICLES,0,0,0
GRANTS,0J15,COPS HIRING PROGRAM,57,DEPARTMENT OF POLICE,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,0,0,0
GRANTS,0J16,INJURY PREVENTION,57,DEPARTMENT OF POLICE,2987,INJURY PREVENTION PROJECT,20,OVERTIME,0,0,110000
GRANTS,0J16,INJURY PREVENTION,57,DEPARTMENT OF POLICE,2987,INJURY PREVENTION PROJECT,245,REIMBURSEMENT TRAVELERS,0,0,3000
GRANTS,0J18,ASSISTANCE TO FIREFIGHTERS GRANT,59,FIRE DEPARTMENT,2812,ASSISTANCE TO FIREFIGHTERS,140,PROF & TECHNICAL SERVICES,0,0,3750000
GRANTS,0J19,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MAYORS OFFICE-DISABILITIES,2812,WORK INCENTIVE PLANNING,5,SALARIES AND WAGES - ON PAYROLL,0,0,170802
GRANTS,0J19,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MAYORS OFFICE-DISABILITIES,2812,WORK INCENTIVE PLANNING,44,FRINGE BENEFITS,0,0,63634
GRANTS,0J19,WORK INCENTIVE PLANNING AND ASSISTANCE,48,MAYORS OFFICE-DISABILITIES,2812,WORK INCENTIVE PLANNING,140,PROF & TECHNICAL SERVICES,0,0,2564
GRANTS,0J19,WORK INCENTIVE PLANNING AND ASSISTANCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,5,SALARIES AND WAGES - ON PAYROLL,0,0,0
GRANTS,0J19,WORK INCENTIVE PLANNING AND ASSISTANCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,15,SCHEDULE SALARY ADJ,0,0,0
GRANTS,0J19,WORK INCENTIVE PLANNING AND ASSISTANCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,44,FRINGE BENEFITS,0,0,0
GRANTS,0J19,WORK INCENTIVE PLANNING AND ASSISTANCE,70,BUS AFFAIRS AND CONSUMER PROT,2815,CABLE LOCAL ORIGINATION,140,PROF & TECHNICAL SERVICES,0,13728,0
GRANTS,0J20,ILLINOIS LIBRARY DEV PER CAPITA AND AREA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,5,SALARIES AND WAGES - ON PAYROLL,4291750,4291750,4354252
GRANTS,0J20,ILLINOIS LIBRARY DEV PER CAPITA AND AREA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,6,SALARY PROVISION,0,0,1332
GRANTS,0J20,ILLINOIS LIBRARY DEV PER CAPITA AND AREA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,12,CONTRACT WAGE-PR,8004,8004,14786
GRANTS,0J20,ILLINOIS LIBRARY DEV PER CAPITA AND AREA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,15,SCHEDULE SALARY ADJ,33349,33349,30485
GRANTS,0J20,ILLINOIS LIBRARY DEV PER CAPITA AND AREA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,44,FRINGE BENEFITS,1834897,1834897,1767145
GRANTS,0J20,ILLINOIS LIBRARY DEV PER CAPITA AND AREA,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,140,PROF & TECHNICAL SERVICES,0,0,0
GRANTS,0J21,STATE FOSTER GRANDPARENTS,50,FAMILY AND SUPPORT SERVICES,2818,STATE FOSTER GRANDPARENTS,50,STIPENDS,37000,37000,40000
GRANTS,0J22,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,5,SALARIES AND WAGES - ON PAYROLL,376061,376061,371966
GRANTS,0J22,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,15,SCHEDULE SALARY ADJ,2136,2136,2250
GRANTS,0J22,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,44,FRINGE BENEFITS,145718,145718,139621
GRANTS,0J22,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,140,PROF & TECHNICAL SERVICES,24203,24203,34281
GRANTS,0J22,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,245,REIMBURSEMENT TRAVELERS,3500,3500,3500
GRANTS,0J22,SUB-REGIONAL LIBRARY - TALKING BOOK CTR.,91,CHICAGO PUBLIC LIBRARY,2844,SUBREGIONAL LIBRARY FOR BLIND,801,INDIRECT COSTS,27382,27382,27382
GRANTS,0J23,COMMUNITY ARTS ACCESS,23,CULTURAL AFFAIRS SPECIAL EVENT,2839,IAC - COMMUNITY ARTS ACCESS,999,CULURL PROG/DELVP GRANT,146000,146000,146000
GRANTS,0J24,PARTNERS IN EXCELLENCE,23,CULTURAL AFFAIRS SPECIAL EVENT,2838,IAC - PARTNERS IN EXCELLENCE,123,HONORARIUMS/PERFORMANCE,43000,43000,44000
GRANTS,0J25,ART WORKS,23,CULTURAL AFFAIRS SPECIAL EVENT,2865,Art Works,140,PROF & TECHNICAL SERVICES,0,0,45000
GRANTS,0J26,TOURISM MARKETING PARTNERSHIP,23,CULTURAL AFFAIRS SPECIAL EVENT,2866,Tourism Marketing Partnership,140,PROF & TECHNICAL SERVICES,0,0,88000
GRANTS,0K03,CHAPS HUD GRANTS,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,5,SALARIES AND WAGES - ON PAYROLL,350846,350846,0
GRANTS,0K03,CHAPS HUD GRANTS,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,15,SCHEDULE SALARY ADJ,3452,3452,0
GRANTS,0K03,CHAPS HUD GRANTS,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,44,FRINGE BENEFITS,43702,43702,0
GRANTS,0K03,CHAPS HUD GRANTS,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,140,PROF & TECHNICAL SERVICES,0,0,160000
GRANTS,0K06,STATE-RENTAL HOUSING SU,54,PLANNING AND DEVELOPMENT,2828,STATE RENTAL HOUSING SUPPORT,9103,REHABILITATION LOANS GT,0,0,0
GRANTS,0K11,HOME INVESTMENT PARTNERSHIP,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,5,SALARIES AND WAGES - ON PAYROLL,876313,876313,0
GRANTS,0K11,HOME INVESTMENT PARTNERSHIP,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,15,SCHEDULE SALARY ADJ,2367,2367,0
GRANTS,0K11,HOME INVESTMENT PARTNERSHIP,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,44,FRINGE BENEFITS,337050,337050,0
GRANTS,0K11,HOME INVESTMENT PARTNERSHIP,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,140,PROF & TECHNICAL SERVICES,1102950,1102950,0
GRANTS,0K11,HOME INVESTMENT PARTNERSHIP,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,155,RENTAL OF PROPERTY,100000,100000,0
GRANTS,0K11,HOME INVESTMENT PARTNERSHIP,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,9103,REHABILITATION LOANS GT,75708320,75708320,40571000
GRANTS,0K11,HOME INVESTMENT PARTNERSHIP,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,9651,REIMREIMB CORP,450000,450000,0
GRANTS,0K14,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,5,SALARIES AND WAGES - ON PAYROLL,0,0,753656
GRANTS,0K14,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,15,SCHEDULE SALARY ADJ,0,0,1325
GRANTS,0K14,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,44,FRINGE BENEFITS,0,0,283747
GRANTS,0K14,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,140,PROF & TECHNICAL SERVICES,0,0,1102950
GRANTS,0K14,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,155,RENTAL OF PROPERTY,0,0,100000
GRANTS,0K14,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,9103,REHABILITATION LOANS GT,0,0,13368322
GRANTS,0K14,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,9651,REIMREIMB CORP,0,0,450000
GRANTS,0K17,STATE-ILL DEPT OF COMMERCE,54,PLANNING AND DEVELOPMENT,2832,RAVENSWOOD INDUSTRIAL COORIDOR,140,PROF & TECHNICAL SERVICES,100000,100000,100000
GRANTS,0K25,NEIGHBORHOOD STABILIZATION,54,PLANNING AND DEVELOPMENT,2815,NEIGHBORHOOD STABILIZATION 3,5,SALARIES AND WAGES - ON PAYROLL,247719,247719,162128
GRANTS,0K25,NEIGHBORHOOD STABILIZATION,54,PLANNING AND DEVELOPMENT,2815,NEIGHBORHOOD STABILIZATION 3,15,SCHEDULE SALARY ADJ,0,0,0
GRANTS,0K25,NEIGHBORHOOD STABILIZATION,54,PLANNING AND DEVELOPMENT,2815,NEIGHBORHOOD STABILIZATION 3,44,FRINGE BENEFITS,95278,95278,63928
GRANTS,0K25,NEIGHBORHOOD STABILIZATION,54,PLANNING AND DEVELOPMENT,2815,NEIGHBORHOOD STABILIZATION 3,135,DELEGATE AGENCIES,12532000,12532000,4821944
GRANTS,0K25,NEIGHBORHOOD STABILIZATION,54,PLANNING AND DEVELOPMENT,2815,NEIGHBORHOOD STABILIZATION 3,140,PROF & TECHNICAL SERVICES,500000,500000,500000
GRANTS,0K25,NEIGHBORHOOD STABILIZATION,54,PLANNING AND DEVELOPMENT,2815,NEIGHBORHOOD STABILIZATION 3,801,INDIRECT COSTS,160003,160003,0
GRANTS,0K30,CMAP ENERGY GRANT,54,PLANNING AND DEVELOPMENT,2853,CMAP ENERGY GRANT,140,PROF & TECHNICAL SERVICES,350000,350000,0
GRANTS,0K30,CMAP ENERGY GRANT,54,PLANNING AND DEVELOPMENT,2856,ROOFTOP SOLAR CHALLENGE,140,PROF & TECHNICAL SERVICES,822000,822000,0
GRANTS,0K32,FORECLOSURE PREVENTION,54,PLANNING AND DEVELOPMENT,2868,FORECLOSURE PREVENTION PROGRAM,135,DELEGATE AGENCIES,946000,946000,861920
GRANTS,0K32,FORECLOSURE PREVENTION,54,PLANNING AND DEVELOPMENT,2868,FORECLOSURE PREVENTION PROGRAM,140,PROF & TECHNICAL SERVICES,987000,987000,1013080
GRANTS,0K32,FORECLOSURE PREVENTION,54,PLANNING AND DEVELOPMENT,2868,FORECLOSURE PREVENTION PROGRAM,801,INDIRECT COSTS,48000,48000,0
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,5,SALARIES AND WAGES - ON PAYROLL,57164,57164,66231
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,15,SCHEDULE SALARY ADJ,1524,1524,910
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,44,FRINGE BENEFITS,24308,24308,24675
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,140,PROF & TECHNICAL SERVICES,657004,657004,473184
GRANTS,0K43,CHOICE NEIGHBORHOODS IMPLEMENTATION,54,PLANNING AND DEVELOPMENT,2863,CHOICE NEIGHBORHOODS IMPLEM,801,INDIRECT COSTS,26000,26000,26000
GRANTS,0K44,CHICAGO COMMUNITY SMALL GRANTS,54,PLANNING AND DEVELOPMENT,2865,CHICAGO COMMUNITY SMALL GRANTS,140,PROF & TECHNICAL SERVICES,25000,25000,0
GRANTS,0K45,MISC. DHED PRIVATE FUNDED GRANTS,54,PLANNING AND DEVELOPMENT,2869,GRAHAM FOUNDATION,140,PROF & TECHNICAL SERVICES,0,0,0
GRANTS,0K45,MISC. DHED PRIVATE FUNDED GRANTS,54,PLANNING AND DEVELOPMENT,2869,GRAHAM FOUNDATION,410,EQUIPMENT FOR BUILDINGS,0,0,0
GRANTS,0K45,MISC. DHED PRIVATE FUNDED GRANTS,54,PLANNING AND DEVELOPMENT,2871,RICHARD H. DRIEHAUS LANDMARKS,140,PROF & TECHNICAL SERVICES,0,0,0
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,5,SALARIES AND WAGES - ON PAYROLL,2638126,2638126,2753377
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,15,SCHEDULE SALARY ADJ,17361,17361,16854
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,44,FRINGE BENEFITS,1033828,1033828,1050448
GRANTS,0N27,HEAD START,27,FINANCE,2801,DHS ACCOUNTING,15,SCHEDULE SALARY ADJ,3450,3450,3565
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,125,OFF AND BUILDING SERV,55829,55829,55829
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,130,POSTAGE,3000,3000,1225
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,135,DELEGATE AGENCIES,739369,739369,829369
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,140,PROF & TECHNICAL SERVICES,314499,314499,128951
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,150,PUBLICATN & REPRODT-OUT,21733,21733,5733
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,153,PROMOTIONS,4064,4064,4023
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,155,RENTAL OF PROPERTY,56091,56091,56091
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,157,RENTAL EQUIPMENT AND SERVICES,113500,113500,95500
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,169,TECHNICAL MEETING COSTS,11000,11000,11000
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,190,TELEPHONE-CENTREX,10000,10000,10000
GRANTS,0K46,"WOMEN, INFANTS AND CHILDREN NUTRITION",41,DEPARTMENT OF PUBLIC HEALTH,2808,WIC NUTRITION,331,ELECTRICITY,600,600,600
GRANTS,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,5,SALARIES AND WAGES - ON PAYROLL,2970997,2970997,2876990
GRANTS,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,15,SCHEDULE SALARY ADJ,20909,20909,21674
GRANTS,0K47,MATERNAL AND CHILD HEALTH BLOCK GRANT,41,DEPARTMENT OF PUBLIC HEALTH,2910,MATERNAL AND CHILD HEALTH,44,FRINGE BENEFITS,1162736,1162736,1091689
