fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
GRANTS,0V50,Edward Byrne Memorial Justice Assistance,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0044,FRINGE BENEFITS,219906,219906,0
GRANTS,0V50,Edward Byrne Memorial Justice Assistance,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0135,DELEGATE AGENCIES,0,0,643000
GRANTS,0V50,Edward Byrne Memorial Justice Assistance,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,PROFESSIONAL AND TECHNICAL SERVICES,1528554,1528554,511000
GRANTS,0V50,Edward Byrne Memorial Justice Assistance,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0149,SOFTWARE MAINTENANCE AND LICENSING,0,0,346000
GRANTS,0V50,Edward Byrne Memorial Justice Assistance,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,1000
GRANTS,0V50,Edward Byrne Memorial Justice Assistance,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0340,MATERIAL AND SUPPLIES,0,0,13000
GRANTS,0V50,Edward Byrne Memorial Justice Assistance,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0421,MACHINERY AND EQUIPMENT,0,0,64000
GRANTS,0V50,Edward Byrne Memorial Justice Assistance,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0801,INDIRECT COSTS,0,0,4000
GRANTS,0V54,Transit Security Program,57,Chicago Police Department,2921,Transit Security,0020,OVERTIME,193000,193000,0
GRANTS,0V54,Transit Security Program,57,Chicago Police Department,2921,Transit Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,113000,113000,0
GRANTS,0V59,Port Security,57,Chicago Police Department,280N,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,570000,570000,77000
GRANTS,0V61,Urban Area Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,6422000,6422000,3537000
GRANTS,0V68,Project Safe Neighborhood,57,Chicago Police Department,2859,Project Safe Neighborhoods,0140,PROFESSIONAL AND TECHNICAL SERVICES,450000,450000,350000
GRANTS,0V69,Technology Innovation for Public Safety,57,Chicago Police Department,2811,Technology Opportunities for Public Safety,0140,PROFESSIONAL AND TECHNICAL SERVICES,445000,445000,445000
GRANTS,0V75,First Responders Comprehensive Addiction and Recovery,57,Chicago Police Department,280Q,First Responders Comprehensive Addiction and Recovery,0140,PROFESSIONAL AND TECHNICAL SERVICES,966000,966000,670000
GRANTS,0V75,First Responders Comprehensive Addiction and Recovery,57,Chicago Police Department,280Q,First Responders Comprehensive Addiction and Recovery,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,3000
GRANTS,0V75,First Responders Comprehensive Addiction and Recovery,57,Chicago Police Department,280Q,First Responders Comprehensive Addiction and Recovery,0340,MATERIAL AND SUPPLIES,0,0,214000
GRANTS,0V75,First Responders Comprehensive Addiction and Recovery,57,Chicago Police Department,280Q,First Responders Comprehensive Addiction and Recovery,0999,CULTURAL PROGRAMMING GRANTS,0,0,12000
GRANTS,0V84,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,0006,SALARY PROVISION,8251000,8251000,4873000
GRANTS,0V85,Port Security - Match,57,Chicago Police Department,280N,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,199000,199000,26000
GRANTS,0V86,Local Law Enforcement Crime Gun Intelligence Integration,57,Chicago Police Department,280R,Local Law Enforcement Crime Gun Intelligence Integration,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,750000
GRANTS,0V87,Port Security,57,Chicago Police Department,280N,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,250000
GRANTS,0V87,Port Security,57,Chicago Police Department,280N,Port Security,0340,MATERIAL AND SUPPLIES,243000,243000,0
GRANTS,0V87,Port Security,57,Chicago Police Department,280N,Port Security,0451,VEHICLES - POLICE AND FIRE,538000,538000,0
GRANTS,0V88,Port Security,57,Chicago Police Department,280N,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,261000,261000,85000
GRANTS,0V89,Justice and Mental Health Collaboration,57,Chicago Police Department,2935,Justice and Mental Health Collaboration,0140,PROFESSIONAL AND TECHNICAL SERVICES,746000,746000,746000
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,0005,SALARIES AND WAGES - ON PAYROLL,2108643,2108643,0
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,0006,SALARY PROVISION,2459149,2459149,383000
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,0020,OVERTIME,0,0,512000
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,0044,FRINGE BENEFITS,1080208,1080208,0
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,0445,TECHNICAL AND SCIENTIFIC EQUIPMENT,0,0,66000
GRANTS,0V93,Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,Sustained Traffic Enforcement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,663000,663000,0
GRANTS,0V95,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,497000,497000,0
GRANTS,0V97,Injury Prevention,57,Chicago Police Department,2987,Injury Prevention,0140,PROFESSIONAL AND TECHNICAL SERVICES,112000,112000,0
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0006,SALARY PROVISION,0,0,500000
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0135,DELEGATE AGENCIES,0,0,590000
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,PROFESSIONAL AND TECHNICAL SERVICES,2102000,2102000,782000
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,26000
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0340,MATERIAL AND SUPPLIES,0,0,108000
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0801,INDIRECT COSTS,0,0,96000
GRANTS,0W49,Chicago Southside Early Diversion Program,57,Chicago Police Department,280W,Chicago Southside Early Diversion Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,260000,260000,260000
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0005,SALARIES AND WAGES - ON PAYROLL,0,0,65209
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0006,SALARY PROVISION,214000,214000,0
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0020,OVERTIME,590000,590000,343000
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0044,FRINGE BENEFITS,0,0,34837
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,54000
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0157,RENTAL EQUIPMENT AND SERVICES,0,0,43000
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,2500
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0340,MATERIAL AND SUPPLIES,0,0,56000
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0421,MACHINERY AND EQUIPMENT,0,0,106000
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0450,VEHICLES,0,0,70000
GRANTS,0W50,Motor Vehicle Theft Prevention,57,Chicago Police Department,2945,Motor Vehicle Theft Prevention,0801,INDIRECT COSTS,0,0,29454
GRANTS,0W51,National Crime Statistics - Exchange Implementation,57,Chicago Police Department,2881,Special Data Collections and Statistical Studies,0140,PROFESSIONAL AND TECHNICAL SERVICES,503000,503000,442000
GRANTS,0W52,Comprehensive Opioid Abuse Site-Based Program,57,Chicago Police Department,281A,Comprehensive Opioid Abuse Site-Based Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,1196000,1196000,1195000
GRANTS,0W53,Law Enforcement-Based Victim Specialist Program,57,Chicago Police Department,280Z,Crime Victim Assistance,0005,SALARIES AND WAGES - ON PAYROLL,0,0,128394
GRANTS,0W53,Law Enforcement-Based Victim Specialist Program,57,Chicago Police Department,280Z,Crime Victim Assistance,0044,FRINGE BENEFITS,0,0,66698
GRANTS,0W53,Law Enforcement-Based Victim Specialist Program,57,Chicago Police Department,280Z,Crime Victim Assistance,0140,PROFESSIONAL AND TECHNICAL SERVICES,825000,825000,621908
GRANTS,0W54,Law Enforcement Mental Health and Wellness,57,Chicago Police Department,281E,Law Enforcement Mental Health and Wellness,9254,VIOLENCE REDUCTION PROGRAM,100000,100000,100000
GRANTS,0W55,Improving Criminal Justice Response to Domestic Violence Dating and Stalking Program,57,Chicago Police Department,281B,Imrpoving Criminal Justice Response to Domestic Violence  Dating  and Stalking Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,125000,125000,125000
GRANTS,0W56,Justice Reinvestment Initiative,57,Chicago Police Department,281D,Justice Reinvestment Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,111000,111000,111000
GRANTS,0W58,Violence Prevention and Street Intervention Program,57,Chicago Police Department,281F,Violence Prevention / SIP,0140,PROFESSIONAL AND TECHNICAL SERVICES,33000,33000,0
GRANTS,0W59,Urban Areas Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0005,SALARIES AND WAGES - ON PAYROLL,0,0,59731
GRANTS,0W59,Urban Areas Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,876
GRANTS,0W59,Urban Areas Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0044,FRINGE BENEFITS,0,0,31911
GRANTS,0W59,Urban Areas Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,7987482
GRANTS,0W88,Innovations in Community Based Crime Reduction,57,Chicago Police Department,280S,Byrne Criminal Justice Innovation Program,0020,OVERTIME,325000,325000,0
GRANTS,0W91,Injury Prevention - Pedestrian Safety,57,Chicago Police Department,2987,Injury Prevention,0020,OVERTIME,0,0,118000
GRANTS,0W91,Injury Prevention - Pedestrian Safety,57,Chicago Police Department,2987,Injury Prevention,0140,PROFESSIONAL AND TECHNICAL SERVICES,130000,130000,0
GRANTS,0W91,Injury Prevention - Pedestrian Safety,57,Chicago Police Department,2987,Injury Prevention,0801,INDIRECT COSTS,0,0,12000
GRANTS,0W92,Safe Routes to Schools,57,Chicago Police Department,2912,Safe Routes to Schools,0340,MATERIAL AND SUPPLIES,150000,150000,150000
GRANTS,0W93,Violence Against Women - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,0003,SCHEDULED WAGE ADJUSTMENTS,2828,2828,0
GRANTS,0W93,Violence Against Women - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,0005,SALARIES AND WAGES - ON PAYROLL,73146,73146,0
GRANTS,0W93,Violence Against Women - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,0015,SCHEDULE SALARY ADJUSTMENTS,1283,1283,0
GRANTS,0W93,Violence Against Women - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,0044,FRINGE BENEFITS,33051,33051,0
GRANTS,0W93,Violence Against Women - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,0140,PROFESSIONAL AND TECHNICAL SERVICES,11692,11692,0
GRANTS,0W94,Violence Against Women - Sexual Assault,57,Chicago Police Department,2842,Violence Against Women - Sexual Assault Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,71000,71000,0
GRANTS,0W96,Urban Areas Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0003,SCHEDULED WAGE ADJUSTMENTS,3485,3485,0
GRANTS,0W96,Urban Areas Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0005,SALARIES AND WAGES - ON PAYROLL,78989,78989,0
GRANTS,0W96,Urban Areas Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0044,FRINGE BENEFITS,40730,40730,0
GRANTS,0W96,Urban Areas Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,6973796,6973796,7097000
GRANTS,0Y76,Preparedness and Response,57,Chicago Police Department,281H,Preparedness and Response,0140,PROFESSIONAL AND TECHNICAL SERVICES,110000,110000,0
GRANTS,0Z69,Transit Security,57,Chicago Police Department,2921,Transit Security,0006,SALARY PROVISION,0,0,7625000
GRANTS,0Z69,Transit Security,57,Chicago Police Department,2921,Transit Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,7625000,7625000,0
GRANTS,0Z70,Paul Coverdell Forensic Science Improvement,57,Chicago Police Department,280A,Paul Coverdell Forensic Science Improvement,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,250000
GRANTS,0Z71,BJA Body Worn Cameras,57,Chicago Police Department,280H,Body Worn Cameras,0140,PROFESSIONAL AND TECHNICAL SERVICES,640000,640000,0
GRANTS,0Z72,BJA Body Worn Cameras,57,Chicago Police Department,280H,Body Worn Cameras,0140,PROFESSIONAL AND TECHNICAL SERVICES,640000,640000,0
GRANTS,0Z73,Port Security,57,Chicago Police Department,280N,Port Security,0020,OVERTIME,0,0,295000
GRANTS,0Z73,Port Security,57,Chicago Police Department,280N,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,1287000,1287000,902000
GRANTS,0Z73,Port Security,57,Chicago Police Department,280N,Port Security,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,40000
GRANTS,0Z73,Port Security,57,Chicago Police Department,280N,Port Security,0421,MACHINERY AND EQUIPMENT,0,0,39000
GRANTS,0Z73,Port Security,57,Chicago Police Department,280N,Port Security,0801,INDIRECT COSTS,0,0,11000
GRANTS,0Z74,Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,Sustained Traffic Enforcement Program,0020,OVERTIME,0,0,603000
GRANTS,0Z74,Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,Sustained Traffic Enforcement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,691000,691000,0
GRANTS,0Z74,Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,Sustained Traffic Enforcement Program,0801,INDIRECT COSTS,0,0,88000
GRANTS,0Z85,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,0020,OVERTIME,0,0,432000
GRANTS,0Z85,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,481000,481000,5000
GRANTS,0Z85,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,0801,INDIRECT COSTS,0,0,44000
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0005,SALARIES AND WAGES - ON PAYROLL,0,0,501725
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0044,FRINGE BENEFITS,0,0,227833
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0135,DELEGATE AGENCIES,0,0,590000
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,694442
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,25000
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0340,MATERIAL AND SUPPLIES,0,0,110000
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0421,MACHINERY AND EQUIPMENT,0,0,100000
GRANTS,G016,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),0801,INDIRECT COSTS,0,0,100000
GRANTS,G018,Transit Security,57,Chicago Police Department,2921,Transit Security,0005,SALARIES AND WAGES - ON PAYROLL,0,0,2086068
GRANTS,G018,Transit Security,57,Chicago Police Department,2921,Transit Security,0006,SALARY PROVISION,0,0,5029480
GRANTS,G018,Transit Security,57,Chicago Police Department,2921,Transit Security,0044,FRINGE BENEFITS,0,0,1114452
GRANTS,G019,COPS Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,0005,SALARIES AND WAGES - ON PAYROLL,0,0,3064972
GRANTS,G019,COPS Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,0006,SALARY PROVISION,0,0,8748612
GRANTS,G019,COPS Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,0044,FRINGE BENEFITS,0,0,1637416
GRANTS,G023,IDOT Sustained Traffic Enforcement Program (STEP),57,Chicago Police Department,2968,Sustained Traffic Enforcement Program,0020,OVERTIME,0,0,603000
GRANTS,G023,IDOT Sustained Traffic Enforcement Program (STEP),57,Chicago Police Department,2968,Sustained Traffic Enforcement Program,0801,INDIRECT COSTS,0,0,88000
GRANTS,G024,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,0020,OVERTIME,0,0,450000
GRANTS,G024,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,6000
GRANTS,G024,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,1000
GRANTS,G024,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,0801,INDIRECT COSTS,0,0,45000
GRANTS,G025,Injury Prevention,57,Chicago Police Department,2987,Injury Prevention,0020,OVERTIME,0,0,118000
GRANTS,G025,Injury Prevention,57,Chicago Police Department,2987,Injury Prevention,0801,INDIRECT COSTS,0,0,12000
GRANTS,G027,Violence Against Women - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,0005,SALARIES AND WAGES - ON PAYROLL,0,0,76463
GRANTS,G027,Violence Against Women - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,1328
GRANTS,G027,Violence Against Women - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,0044,FRINGE BENEFITS,0,0,35796
GRANTS,G027,Violence Against Women - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,20413
GRANTS,G028,Violence Against Women - Sexual Assault Program,57,Chicago Police Department,2842,Violence Against Women - Sexual Assault Program,0006,SALARY PROVISION,0,0,58000
GRANTS,G028,Violence Against Women - Sexual Assault Program,57,Chicago Police Department,2842,Violence Against Women - Sexual Assault Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,13000
GRANTS,G092,Urban Areas Security Initiative,57,Chicago Police Department,280V,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,8100000
GRANTS,0L29,Preparedness and Response Grant Program,58,Office of Emergency Management and Communications,2902,Preparedness and Response,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,500000
GRANTS,0U94,Port Security,58,Office of Emergency Management and Communications,2831,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,435000,435000,435000
GRANTS,0V26,Port Security,58,Office of Emergency Management and Communications,2831,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,547000,547000,54000
GRANTS,0V27,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0006,SALARY PROVISION,0,0,374000
GRANTS,0V27,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,16322000,16322000,1219000
GRANTS,0V27,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,6000
GRANTS,0V27,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0421,MACHINERY AND EQUIPMENT,0,0,5506000
GRANTS,0V61,Urban Area Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0006,SALARY PROVISION,0,0,1559000
GRANTS,0V61,Urban Area Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,19126000,19126000,7019000
GRANTS,0V61,Urban Area Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,50000
GRANTS,0V61,Urban Area Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0340,MATERIAL AND SUPPLIES,0,0,3000
GRANTS,0V61,Urban Area Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0421,MACHINERY AND EQUIPMENT,0,0,3455000
GRANTS,0V63,Port Security,58,Office of Emergency Management and Communications,2831,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,1305000,1305000,1305000
GRANTS,0V72,Complex Coordinated Terrorist Attack,58,Office of Emergency Management and Communications,2900,Complex Coordinated Terrorist Attack,0140,PROFESSIONAL AND TECHNICAL SERVICES,700000,700000,700000
GRANTS,0V81,Port Security,58,Office of Emergency Management and Communications,2831,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,183000,183000,18000
GRANTS,0W59,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0005,SALARIES AND WAGES - ON PAYROLL,0,0,1387534
GRANTS,0W59,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,5921
GRANTS,0W59,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0044,FRINGE BENEFITS,0,0,667292
GRANTS,0W59,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,298253
GRANTS,0W95,Port Security,58,Office of Emergency Management and Communications,2831,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,816000,816000,816000
GRANTS,0W96,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0003,SCHEDULED WAGE ADJUSTMENTS,8538,8538,0
GRANTS,0W96,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0005,SALARIES AND WAGES - ON PAYROLL,1391847,1391847,0
GRANTS,0W96,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0006,SALARY PROVISION,0,0,2038761
GRANTS,0W96,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0015,SCHEDULE SALARY ADJUSTMENTS,6025,6025,0
GRANTS,0W96,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0044,FRINGE BENEFITS,636490,636490,0
GRANTS,0W96,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,20867100,20867100,20871239
GRANTS,0W99,Hazardous Materials Emergency Preparedness,58,Office of Emergency Management and Communications,2825,Hazardous Materials Emergency Preparedness,0140,PROFESSIONAL AND TECHNICAL SERVICES,42000,42000,42000
GRANTS,0Y76,Preparedness and Response,58,Office of Emergency Management and Communications,2902,Preparedness and Response,0140,PROFESSIONAL AND TECHNICAL SERVICES,156000,156000,0
GRANTS,0Y99,Emergency Management Assistance,58,Office of Emergency Management and Communications,2820,Emergency Management Assistance,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,625000
GRANTS,G021,Port Security (OEMC),58,Office of Emergency Management and Communications,2831,Port Security,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,151000
GRANTS,G030,Preparedness and Response,58,Office of Emergency Management and Communications,2902,Preparedness and Response,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,1000000
GRANTS,G080,O'Hare Screener,58,Office of Emergency Management and Communications,280A,O'Hare Screener,0140,PROFESSIONAL AND TECHNICAL SERVICES,4026000,4026000,1333000
GRANTS,G092,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,2500000
GRANTS,023C,Assistance to Firefighters ? CARES Act,59,Chicago Fire Department,2812,Assistance to Firefighters,0140,PROFESSIONAL AND TECHNICAL SERVICES,739000,739000,0
GRANTS,023C,Assistance to Firefighters ? CARES Act,59,Chicago Fire Department,2812,Assistance to Firefighters,0340,MATERIAL AND SUPPLIES,0,0,739000
GRANTS,0N09,Assistance to Firefighters,59,Chicago Fire Department,2812,Assistance to Firefighters,0140,PROFESSIONAL AND TECHNICAL SERVICES,111000,111000,0
GRANTS,0N09,Assistance to Firefighters,59,Chicago Fire Department,2812,Assistance to Firefighters,0340,MATERIAL AND SUPPLIES,0,0,111000
GRANTS,0V27,Urban Areas Security Initiative,59,Chicago Fire Department,2825,Urban Areas Security Initiative,0020,OVERTIME,0,0,24000
GRANTS,0V27,Urban Areas Security Initiative,59,Chicago Fire Department,2825,Urban Areas Security Initiative,0140,PROFESSIONAL AND TECHNICAL SERVICES,3143000,3143000,874000
GRANTS,0V27,Urban Areas Security Initiative,59,Chicago Fire Department,2825,Urban Areas Security Initiative,0162,REPAIR/MAINT EQUIPMENT,0,0,138000
GRANTS,0V27,Urban Areas Security Initiative,59,Chicago Fire Department,2825,Urban Areas Security Initiative,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,10000
