fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
GRANTS,0Y44,CHA FAMILY SUPPORTIVE SERVICES,50,DFSS,2896,CHA FAMILY SUPPORTIVE SERVICES,801,INDIRECT COSTS,37000
GRANTS,0Y45,CHICAGO DOMESTIC VIOLENCE HELP LINE,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,140,PROFESSIONAL AND TECHNICAL SERVICES,304000
GRANTS,0Y46,CHICAGO DOMESTIC VIOLENCE HELP LINE,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,140,PROFESSIONAL AND TECHNICAL SERVICES,152000
GRANTS,0Y47,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,6,SALARY PROVISION,2000000
GRANTS,0Y47,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,135,DELEGATE AGENCIES,8500000
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,6,SALARY PROVISION,1000000
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,11841970
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,1475847
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,159,LEASE/PURCHASE EQUIPMENT,1730
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,166,DUES  SUBSC & MEM,252053
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,169,TECHNICAL MEETING COSTS,2100
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,245,REIMBURSEMENT TO TRAVELERS,4800
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,270,LOCAL TRANSPORTATION,500
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,348,BOOKS AND RELATED MATERIAL,50000
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,350,STATIONERY AND OFFICE SUPPLIES,5000
GRANTS,0Y48,EARLY HEAD START - CHILD CARE PARTNERSHI,50,DFSS,2860,HEAD START / EARLY HEAD START,801,INDIRECT COSTS,766000
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,6,SALARY PROVISION,550000
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,3482640
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,630000
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,245,REIMBURSEMENT TO TRAVELERS,5000
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,340,MATERIAL AND SUPPLIES,10000
GRANTS,0Y51,EARLY HEAD START EXPANSION,50,DFSS,2860,HEAD START / EARLY HEAD START,801,INDIRECT COSTS,272360
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,3,SCHEDULED WAGE ADJUSTMENTS,59940
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,5,SALARIES AND WAGES - ON PAYROLL,4121283
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,15,SCHEDULE SALARY ADJUSTMENTS,17076
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,44,FRINGE BENEFITS,1886826
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,125,OFFICE AND BUILDING SERVICES,20629
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,135,DELEGATE AGENCIES,7148584
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,140,PROFESSIONAL AND TECHNICAL SERVICES,103802
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,155,RENTAL OF PROPERTY,56662
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,159,LEASE/PURCHASE EQUIPMENT,20892
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,190,TELEPHONE - CENTREX BILLINGS,23520
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,197,TELEPHONE - MAINTENANCE,3439
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,245,REIMBURSEMENT TO TRAVELERS,7000
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,340,MATERIAL AND SUPPLIES,10500
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,350,STATIONERY AND OFFICE SUPPLIES,3285
GRANTS,0Y52,COMMUNITY SERVICES BLOCK GRANT,50,DFSS,2805,CSBG,801,INDIRECT COSTS,695562
GRANTS,0Y53,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,3,SCHEDULED WAGE ADJUSTMENTS,9194
GRANTS,0Y53,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,5,SALARIES AND WAGES - ON PAYROLL,320938
GRANTS,0Y53,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,15,SCHEDULE SALARY ADJUSTMENTS,5795
GRANTS,0Y53,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,44,FRINGE BENEFITS,145018
GRANTS,0Y53,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,135,DELEGATE AGENCIES,6186282
GRANTS,0Y53,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,140,PROFESSIONAL AND TECHNICAL SERVICES,25773
GRANTS,0Y53,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,245,REIMBURSEMENT TO TRAVELERS,3000
GRANTS,0Y54,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,3,SCHEDULED WAGE ADJUSTMENTS,28469
GRANTS,0Y54,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,5,SALARIES AND WAGES - ON PAYROLL,1272053
GRANTS,0Y54,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,15,SCHEDULE SALARY ADJUSTMENTS,9563
GRANTS,0Y54,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,44,FRINGE BENEFITS,607754
GRANTS,0Y54,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,135,DELEGATE AGENCIES,78068426
GRANTS,0Y54,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,140,PROFESSIONAL AND TECHNICAL SERVICES,1813735
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,3,SCHEDULED WAGE ADJUSTMENTS,3284
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,5,SALARIES AND WAGES - ON PAYROLL,185099
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,44,FRINGE BENEFITS,83638
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,135,DELEGATE AGENCIES,4198914
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,140,PROFESSIONAL AND TECHNICAL SERVICES,2000
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,155,RENTAL OF PROPERTY,70000
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,157,RENTAL EQUIPMENT AND SERVICES,8195
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,159,LEASE/PURCHASE EQUIPMENT,8150
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,190,TELEPHONE - CENTREX BILLINGS,12803
GRANTS,0Y56,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,9651,REIMB - INDIRECT COSTS,241917
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,3,SCHEDULED WAGE ADJUSTMENTS,121521
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,5,SALARIES AND WAGES - ON PAYROLL,6208848
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,6,SALARY PROVISION,2994286
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,15,SCHEDULE SALARY ADJUSTMENTS,26331
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,44,FRINGE BENEFITS,2843691
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,130,POSTAGE,10163
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,135,DELEGATE AGENCIES,5964980
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,140,PROFESSIONAL AND TECHNICAL SERVICES,3117911
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,159,LEASE/PURCHASE EQUIPMENT,7500
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,166,DUES  SUBSC & MEM,2435
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,169,TECHNICAL MEETING COSTS,25000
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,190,TELEPHONE - CENTREX BILLINGS,123000
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,245,REIMBURSEMENT TO TRAVELERS,1500
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,270,LOCAL TRANSPORTATION,1500
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,340,MATERIAL AND SUPPLIES,10116
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,350,STATIONERY AND OFFICE SUPPLIES,4500
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,801,INDIRECT COSTS,575718
GRANTS,0Y57,AREA PLAN ON AGING,50,DFSS,2904,AREA PLAN ON AGING,991,MATCHING AND SUPPLEMENTAL GRANTS,186000
GRANTS,0Y58,DOMESTIC VIOLENCE HELP LINE,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,140,PROFESSIONAL AND TECHNICAL SERVICES,455000
GRANTS,0Y58,DOMESTIC VIOLENCE HELP LINE,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,991,MATCHING AND SUPPLEMENTAL GRANTS,370000
GRANTS,0Y59,STATE DOMESTIC VIOLENCE HELP LINE MATCH,50,DFSS,2923,CHICAGO DOM VIOLENCE HELP LINE,140,PROFESSIONAL AND TECHNICAL SERVICES,181000
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,3,SCHEDULED WAGE ADJUSTMENTS,9087
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,5,SALARIES AND WAGES - ON PAYROLL,1200265
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,15,SCHEDULE SALARY ADJUSTMENTS,7165
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,44,FRINGE BENEFITS,547046
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,135,DELEGATE AGENCIES,17632162
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,140,PROFESSIONAL AND TECHNICAL SERVICES,258427
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,350,STATIONERY AND OFFICE SUPPLIES,8000
GRANTS,0Y60,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,801,INDIRECT COSTS,1337848
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,3,SCHEDULED WAGE ADJUSTMENTS,60194
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,5,SALARIES AND WAGES - ON PAYROLL,4933689
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,15,SCHEDULE SALARY ADJUSTMENTS,43359
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,44,FRINGE BENEFITS,2280741
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,130,POSTAGE,21965
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,109317423
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,23094270
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,152,ADVERTISING,500000
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,159,LEASE/PURCHASE EQUIPMENT,47789
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,166,DUES  SUBSC & MEM,1840031
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,169,TECHNICAL MEETING COSTS,50000
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,190,TELEPHONE - CENTREX BILLINGS,73943
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,197,TELEPHONE - MAINTENANCE,4988
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,245,REIMBURSEMENT TO TRAVELERS,10000
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,270,LOCAL TRANSPORTATION,5000
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,348,BOOKS AND RELATED MATERIAL,500000
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,350,STATIONERY AND OFFICE SUPPLIES,50000
GRANTS,0Y61,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,801,INDIRECT COSTS,4166608
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,3,SCHEDULED WAGE ADJUSTMENTS,9872
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,5,SALARIES AND WAGES - ON PAYROLL,738309
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,15,SCHEDULE SALARY ADJUSTMENTS,4494
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,44,FRINGE BENEFITS,340065
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,13378994
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,1475847
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,159,LEASE/PURCHASE EQUIPMENT,1730
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,166,DUES  SUBSC & MEM,252053
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,169,TECHNICAL MEETING COSTS,2100
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,245,REIMBURSEMENT TO TRAVELERS,4800
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,270,LOCAL TRANSPORTATION,500
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,348,BOOKS AND RELATED MATERIAL,50000
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,350,STATIONERY AND OFFICE SUPPLIES,5000
GRANTS,0Y62,EARLY HEAD START -CHILD CARE PARTNERSHIP,50,DFSS,2860,HEAD START / EARLY HEAD START,801,INDIRECT COSTS,536236
GRANTS,0Y63,ELDER ABUSE AND NEGLECT,50,DFSS,2846,ELDER ABUSE AND NEGLECT,6,SALARY PROVISION,45000
GRANTS,0Y63,ELDER ABUSE AND NEGLECT,50,DFSS,2846,ELDER ABUSE AND NEGLECT,801,INDIRECT COSTS,20000
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,5,SALARIES AND WAGES - ON PAYROLL,114881
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,44,FRINGE BENEFITS,53674
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,50,STIPENDS,311762
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,140,PROFESSIONAL AND TECHNICAL SERVICES,10534
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,229,TRANSPORTATION AND EXPENSE ALLOWANCE,56236
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,330,FOOD,22913
GRANTS,0Y64,FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,991,MATCHING AND SUPPLEMENTAL GRANTS,245000
GRANTS,0Y65,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,140,PROFESSIONAL AND TECHNICAL SERVICES,28000
GRANTS,0Y65,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,330,FOOD,4000
GRANTS,0Y65,STATE FOSTER GRANDPARENTS,50,DFSS,2815,FOSTER GRANDPARENTS,340,MATERIAL AND SUPPLIES,4000
GRANTS,0Y66,LONG TERM CARE OMBUDSMAN PROGRAM - CMP,50,DFSS,2836,LONG TERM CARE OMBUDSMAN,6,SALARY PROVISION,120000
GRANTS,0Y67,LONG TERM CARE SYSTEM DEVELOPMENT,50,DFSS,2820,LONGTERM CARE SYSTEM DEVELOP,6,SALARY PROVISION,62000
GRANTS,0Y68,MEDICARE IMPROVEMENTS ACT,50,DFSS,2937,MEDICARE IMPROVEMENTS,5,SALARIES AND WAGES - ON PAYROLL,75760
GRANTS,0Y68,MEDICARE IMPROVEMENTS ACT,50,DFSS,2937,MEDICARE IMPROVEMENTS,44,FRINGE BENEFITS,34240
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,5,SALARIES AND WAGES - ON PAYROLL,87219
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,44,FRINGE BENEFITS,39410
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,50,STIPENDS,395881
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,125,OFFICE AND BUILDING SERVICES,10000
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,135,DELEGATE AGENCIES,130000
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,2800
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,801,INDIRECT COSTS,30690
GRANTS,0Y69,SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,991,MATCHING AND SUPPLEMENTAL GRANTS,130000
GRANTS,0Y70,STATE SENIOR EMPLOYMENT SPECIALIST,50,DFSS,2807,OAA TITLE V SENIOR EMPLOYMENT,6,SALARY PROVISION,22000
GRANTS,0Y71,STATE SENIOR COMPANION MATCH,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,50,STIPENDS,16000
GRANTS,0Y72,SENIOR HEALTH ASSISTANCE,50,DFSS,2946,Senior Health Assistance Pgm.,5,SALARIES AND WAGES - ON PAYROLL,209788
GRANTS,0Y72,SENIOR HEALTH ASSISTANCE,50,DFSS,2946,Senior Health Assistance Pgm.,6,SALARY PROVISION,37419
GRANTS,0Y72,SENIOR HEALTH ASSISTANCE,50,DFSS,2946,Senior Health Assistance Pgm.,44,FRINGE BENEFITS,94793
GRANTS,0Y73,SENIOR MEDICARE PATROL,50,DFSS,2945,Senior Medicare Patrol,135,DELEGATE AGENCIES,23000
GRANTS,0Y75,TITLE XX DONATED FUNDS,50,DFSS,2873,TITLE XX DONATED FUNDS,6,SALARY PROVISION,7124
GRANTS,0Y75,TITLE XX DONATED FUNDS,50,DFSS,2873,TITLE XX DONATED FUNDS,135,DELEGATE AGENCIES,1516635
GRANTS,0Y75,TITLE XX DONATED FUNDS,50,DFSS,2873,TITLE XX DONATED FUNDS,801,INDIRECT COSTS,4241
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,3,SCHEDULED WAGE ADJUSTMENTS,2635
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,5,SALARIES AND WAGES - ON PAYROLL,156203
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,15,SCHEDULE SALARY ADJUSTMENTS,876
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,44,FRINGE BENEFITS,80545
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,140,PROFESSIONAL AND TECHNICAL SERVICES,393981
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,801,INDIRECT COSTS,211091
GRANTS,0Y78,ALZHEIMER'S DISEASE PROGRAM INITIATIVE,50,DFSS,2964,Alzheimer's Disease Program,991,MATCHING AND SUPPLEMENTAL GRANTS,221669
GRANTS,0V35,SECURING THE CITIES,51,PUBLIC SAFETY ADMINISTRATION,2820,Securing the City,3,SCHEDULED WAGE ADJUSTMENTS,6949
GRANTS,0V35,SECURING THE CITIES,51,PUBLIC SAFETY ADMINISTRATION,2820,Securing the City,5,SALARIES AND WAGES - ON PAYROLL,172832
GRANTS,0V35,SECURING THE CITIES,51,PUBLIC SAFETY ADMINISTRATION,2820,Securing the City,44,FRINGE BENEFITS,81219
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,51,PUBLIC SAFETY ADMINISTRATION,2810,Edward Byrne Memorial JAG,5,SALARIES AND WAGES - ON PAYROLL,104011
GRANTS,0V99,EDWARD BYRNE MEMORIAL JAG,51,PUBLIC SAFETY ADMINISTRATION,2810,Edward Byrne Memorial JAG,44,FRINGE BENEFITS,46989
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,51,PUBLIC SAFETY ADMINISTRATION,2815,UASI,3,SCHEDULED WAGE ADJUSTMENTS,45047
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,51,PUBLIC SAFETY ADMINISTRATION,2815,UASI,5,SALARIES AND WAGES - ON PAYROLL,1657377
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,51,PUBLIC SAFETY ADMINISTRATION,2815,UASI,15,SCHEDULE SALARY ADJUSTMENTS,5989
GRANTS,0W96,URBAN AREAS SECURITY INITIATIVE,51,PUBLIC SAFETY ADMINISTRATION,2815,UASI,44,FRINGE BENEFITS,764587
GRANTS,0V40,CONSERVATION INNOVATION PROGRAM,54,PLANNING AND DEVELOPMENT,2884,Conservation Innovation,3,SCHEDULED WAGE ADJUSTMENTS,3093
GRANTS,0V40,CONSERVATION INNOVATION PROGRAM,54,PLANNING AND DEVELOPMENT,2884,Conservation Innovation,5,SALARIES AND WAGES - ON PAYROLL,80002
GRANTS,0V40,CONSERVATION INNOVATION PROGRAM,54,PLANNING AND DEVELOPMENT,2884,Conservation Innovation,44,FRINGE BENEFITS,36149
GRANTS,0V40,CONSERVATION INNOVATION PROGRAM,54,PLANNING AND DEVELOPMENT,2884,Conservation Innovation,140,PROFESSIONAL AND TECHNICAL SERVICES,580756
GRANTS,0W74,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,5,SALARIES AND WAGES - ON PAYROLL,97919
GRANTS,0W74,HOME PROGRAM,54,PLANNING AND DEVELOPMENT,2819,HOME INVESTMENT PARTNERSHIP,44,FRINGE BENEFITS,43081
GRANTS,0W85,AFRICAN AMERICAN CIVIL RIGHTS PRESERVATN,54,PLANNING AND DEVELOPMENT,2888,African American Civil Rights,140,PROFESSIONAL AND TECHNICAL SERVICES,446000
GRANTS,0W87,GREEN INFRASTRUCTURE PROGRAM,54,PLANNING AND DEVELOPMENT,2887,Green Infrastructure Program,140,PROFESSIONAL AND TECHNICAL SERVICES,500000
