fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,0100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,270,LOCAL TRANSPORTATION,2490,2490,3290
LOCAL,0100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,340,MATERIAL AND SUPPLIES,3000,3000,2500
LOCAL,0100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,350,STATIONERY AND OFFICE SUPPLIES,18950,18950,23350
LOCAL,0200,WATER FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,5,SALARIES AND WAGES - ON PAYROLL,178572,178572,188316
LOCAL,0200,WATER FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,15,SCHEDULE SALARY ADJUSTMENTS,4138,4138,3134
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,5,SALARIES AND WAGES - ON PAYROLL,1229664,1229664,1194084
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,11,CONTRACT WAGE - SALARY,0,0,0
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,15,SCHEDULE SALARY ADJUSTMENTS,16766,16766,9960
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,130,POSTAGE,1200,1200,1200
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,140,PROFESSIONAL AND TECHNICAL SERVICES,150000,150000,142000
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,162,REPAIR/MAINT EQUIPMENT,12000,12000,0
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,190,TELEPHONE - NON-CENTREX BILLINGS,374,374,500
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,245,REIMBURSEMENT TO TRAVELERS,0,0,2000
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,270,LOCAL TRANSPORTATION,1000,1000,500
LOCAL,0740,O'HARE REVENUE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,350,STATIONERY AND OFFICE SUPPLIES,773,773,1000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,5,SALARIES AND WAGES - ON PAYROLL,2777853,2777853,2905941
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,11,CONTRACT WAGE - SALARY,0,0,6788
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,15,SCHEDULE SALARY ADJUSTMENTS,19697,19697,13628
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,140,PROFESSIONAL AND TECHNICAL SERVICES,20000,20000,20000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,143,COURT REPORTING,5000,5000,5000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,148,TESTING AND INSPECTING,2000,2000,2000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,152,ADVERTISING,2000,2000,2000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,159,LEASE PURCHASE AGREEMNT,141000,141000,75000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,166,"DUES, SUBSC & MEM",3250,3250,14050
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,181,MOBILE COMMUNICATION SERVICES,150000,150000,136948
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,189,TELEPHONE - NON-CENTREX BILLINGS,30400,30400,41700
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,190,TELEPHONE - NON-CENTREX BILLINGS,194000,194000,213800
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,191,TELEPHONE - RELOCATIONS,9000,9000,9000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,196,DATA CIRCUITS,110000,110000,88500
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,197,TELEPHONE - MAINTENANCE,33695,33695,33695
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,270,LOCAL TRANSPORTATION,250,250,0
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,340,MATERIAL AND SUPPLIES,13000,13000,13000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,350,STATIONERY AND OFFICE SUPPLIES,45000,45000,40000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,28442525,28442525,29801434
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,11,CONTRACT WAGE - SALARY,0,0,5281
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,12,CONTRACT WAGE - PREVAILING RATE,482098,482098,319346
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,15,SCHEDULE SALARY ADJUSTMENTS,12890,12890,13263
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,20,OVERTIME,500000,500000,500000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,91,UNIFORM ALLOWANCE,15400,15400,0
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,16263982,16263982,17191058
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,130,POSTAGE,0,0,45000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,4196529,4196529,4286017
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,157,RENTAL EQUIPMENT AND SERVICES,345300,345300,445180
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,160,REPAIR/MAINT PROPERTY,560000,560000,810000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,1585300,1585300,1835300
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,35000,35000,35000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,827450,827450,620000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,319,CLOTHING,50712,50712,52612
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,340,MATERIAL AND SUPPLIES,1010000,1010000,1658000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,342,"DRUGS, MEDICINE AND CHEMICAL MATERIALS",1660,1660,1660
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,2617381,2617381,3072673
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,11,CONTRACT WAGE - SALARY,0,0,4092
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,15,SCHEDULE SALARY ADJUSTMENTS,21339,21339,8785
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,130,POSTAGE,45000,45000,0
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,2034000,2034000,1707750
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,141,APPRAISALS,25000,25000,30000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,149,SOFTWARE MAINTENANCE AND LICENSING,134600,134600,115500
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,11891286,11891286,11498310
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,157,RENTAL EQUIPMENT AND SERVICES,46000,46000,0
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,159,LEASE PURCHASE AGREEMNT,299000,299000,280000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,160,REPAIR/MAINT PROPERTY,200000,200000,200000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,70000,70000,60000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,166,"DUES, SUBSC & MEM",2915,2915,1761
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,169,TECHNICAL MEETING COSTS,6390,6390,38392
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,179,MESSENGER SERVICES,2500,2500,1500
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,185,WASTE DISPOSAL SERVICES,4000,4000,1000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,2214,2214,2419
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,11939360,11939360,5477129
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,318,OTHER FUEL,340047,340047,275000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,16626466,16626466,17424383
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,3695915,3695915,2933151
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,244000,244000,140812
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,12445517,12445517,10666356
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,340,MATERIAL AND SUPPLIES,205158,205158,256130
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,348,BOOKS AND RELATED MATERIAL,165,165,0
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,350,STATIONERY AND OFFICE SUPPLIES,410000,410000,370000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,9067,PHYSICAL EXAMS,80535,80535,0
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,9160,PBC,1453341,1453341,512777
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,30172311,30172311,30548521
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,11,CONTRACT WAGE - SALARY,0,0,3710
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,457261,457261,290324
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,23837,23837,22438
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,20,OVERTIME,400000,400000,400000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,4262982,4212982,4240982
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,148,TESTING AND INSPECTING,102060,102060,102060
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,149,SOFTWARE MAINTENANCE AND LICENSING,112804,112804,202804
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,2379483,2379483,2377983
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,161,MAINT FACILITIES,216201,216201,57501
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,377676,377676,536376
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,166,"DUES, SUBSC & MEM",5000,5000,5000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,5731514,5731514,5852476
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,185,WASTE DISPOSAL SERVICES,4704,4704,4704
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,188,VEHICLE TRACKING SERVICE,75000,125000,75000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,245,REIMBURSEMENT TO TRAVELERS,10000,10000,10000
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,319,CLOTHING,37800,37800,22300
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,338,"LICENSE STICKER,TAG AND PLATES",104050,104050,104050
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,340,MATERIAL AND SUPPLIES,48912,48912,48912
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,342,"DRUGS, MEDICINE AND CHEMICAL MATERIALS",3885,3885,3885
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,345,APPARATUS AND INSTRUMENTS,47004,47004,47004
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,348,BOOKS AND RELATED MATERIAL,588,588,588
LOCAL,0100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,11170427,11170427,11170427
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,115102,115102,126025
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,10500,10500,5800
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,125000,125000,125000
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,401196,401196,403434
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,2571201,2571201,2571201
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,196117,196117,196117
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,12635433,12635433,14018639
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,13744566,13744566,14724550
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,3993028,3993028,4081527
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,11,CONTRACT WAGE - SALARY,0,0,1321
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,47758,47758,32937
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,906,906,2215
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,20,OVERTIME,120000,120000,120000
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,398930,398930,398930
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,160,REPAIR/MAINT PROPERTY,65800,65800,65800
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,215000,215000,219516
LOCAL,0200,WATER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,1465798,1465798,1465798
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,301955,301955,398721
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,383983,383983,399240
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SANITATION SUPPLIES,28500,28500,26000
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,30000,30000,30000
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,1598313,1598313,1838488
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,2015760,2015760,10319346
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,1247581,1247581,1320208
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,952846,952846,780984
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,0,0,200000
LOCAL,0300,VEHICLE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,3344873,3344873,1350816
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,1900000,1900000,1099607
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,100000,100000,332413
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,14958192,14958192,21213647
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,3195258,3195258,3236470
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,48634,48634,33363
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,1504,1504,1712
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,20,OVERTIME,1000000,1000000,1000000
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,300000,300000,300000
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,3041822,3041822,3041822
LOCAL,0310,MOTOR FUEL TAX FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,1200000,1200000,1200000
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,90000,90000,90000
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,390420,390420,390420
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,315,MOTOR VEHL DIESEL FUEL,1259602,1259602,1259602
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,320,GASOLINE,186310,186310,186310
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,322,NATURAL GAS,48633,48633,48633
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,325,ALTERNATIVE FUEL,0,0,42883
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,331,ELECTRICITY,63107,63107,63107
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,2442994,2442994,2488171
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,20364,20364,18129
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,20,OVERTIME,60000,60000,60000
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,203747,203747,203747
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,45120,45120,45120
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,176,MAINTENANCE AND OPERATION - VEHICLES,250501,250501,250501
LOCAL,0314,SEWER FUND,38,FLEET AND FACILITY MGMT,2140,FLEET OPERATIONS,360,REPAIR PARTS AND MATERIAL,754603,754603,754603
LOCAL,0346,LIBRARY FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,1330675,1330675,1380521
LOCAL,0346,LIBRARY FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,12,CONTRACT WAGE - PREVAILING RATE,21102,21102,15985
LOCAL,0346,LIBRARY FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,15,SCHEDULE SALARY ADJUSTMENTS,2837,2837,1944
LOCAL,0346,LIBRARY FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,20,OVERTIME,10000,10000,10000
LOCAL,0346,LIBRARY FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,125,OFFICE AND BUILDING SERVICES,3116000,3116000,3264910
LOCAL,0346,LIBRARY FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,2835895,2835895,2972860
LOCAL,0346,LIBRARY FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,160,REPAIR/MAINT PROPERTY,300000,300000,300000
