fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,70,Department of Business Affairs and Consumer Protection,290H,American Rescue Plan Fiscal Recovery,0135,DELEGATE AGENCIES,47483063,47483063,45619060
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,70,Department of Business Affairs and Consumer Protection,290H,American Rescue Plan Fiscal Recovery,0149,SOFTWARE MAINTENANCE AND LICENSING,10000,10000,7647
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,70,Department of Business Affairs and Consumer Protection,290H,American Rescue Plan Fiscal Recovery,0159,LEASE/PURCHASE EQUIPMENT,20000,20000,8951
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,70,Department of Business Affairs and Consumer Protection,290H,American Rescue Plan Fiscal Recovery,0350,STATIONERY AND OFFICE SUPPLIES,20000,20000,18237
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,70,Department of Business Affairs and Consumer Protection,290H,American Rescue Plan Fiscal Recovery,9438,REIMBURSEMENT - FFM,10000,10000,10000
GRANTS,G276,State Urban Forestry Resilience (Tree Planting),81,Department of Streets and Sanitation,2800,State Urban Forestry Resilience (Tree Planting),0140,PROFESSIONAL AND TECHNICAL SERVICES,50000,50000,0
GRANTS,033C,Community Development Block Grant - CARES Act,84,Chicago Department of Transportation,280V,Public Space Activations,0140,PROFESSIONAL AND TECHNICAL SERVICES,3600000,3600000,3466010
GRANTS,033C,Community Development Block Grant - CARES Act,84,Chicago Department of Transportation,280W,Shared Streets,0140,PROFESSIONAL AND TECHNICAL SERVICES,500000,500000,445876
GRANTS,055C,Covid Grant Infrastructure Grants,84,Chicago Department of Transportation,290G,Infrastructure Improvement Grants - COVID,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,15880000
GRANTS,0L32,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,839000,839000,690507
GRANTS,0L37,Cook County Highway,84,Chicago Department of Transportation,2873,Cook County Highway Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,122000,122000,35317
GRANTS,0L48,Surface Transportation Program - Federal - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,210000,210000,172627
GRANTS,0L64,Enhanced Mobility of Seniors and Individuals with Disabilities,84,Chicago Department of Transportation,2700,Enhanced Mobility of Seniors and Individuals with Disabilities,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1094000,1094000,1094000
GRANTS,0L73,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1066000,1066000,0
GRANTS,0L74,Cook County Highway Program,84,Chicago Department of Transportation,2873,Cook County Highway Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,200000,200000,154700
GRANTS,0L76,High Priority / SAFETEA - LU - Federal,84,Chicago Department of Transportation,2869,High Priority Project Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,104000,104000,0
GRANTS,0L77,Highway Safety Improvement,84,Chicago Department of Transportation,2925,Highway Safety Improvement Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,17000,17000,0
GRANTS,0L85,State Only Chicago Commitment,84,Chicago Department of Transportation,2992,State Only Chicago Commitment,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,9322000,9322000,1473942
GRANTS,0L87,Surface Transportation Program - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,15033000,15033000,1947529
GRANTS,0L89,Transportation Alternatives,84,Chicago Department of Transportation,2994,Transportation Alternatives Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,151000,151000,0
GRANTS,0L93,Federal Railroad Administration,84,Chicago Department of Transportation,280D,Federal Railroad Administration,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,274000,274000,194893
GRANTS,0L94,New Freedom,84,Chicago Department of Transportation,280F,New Freedom,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1612000,1612000,1611600
GRANTS,0L98,IDOT Transportation Funds,84,Chicago Department of Transportation,280E,IDOT Transportation Funds,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,188039510,188039510,217189572
GRANTS,0L99,National Priority Safety,84,Chicago Department of Transportation,280G,National Priority Safety Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1319000,1319000,2318999
GRANTS,0M09,Federal/State Transportation Project,84,Chicago Department of Transportation,281D,Grant Adminstration Support Services,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,500000
GRANTS,0M85,Create Economic Benefits Study,84,Chicago Department of Transportation,2895,River Walk Landscape Sponsorship,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,150000,150000,0
GRANTS,0M88,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,3081000,3081000,0
GRANTS,0M93,Surface Transportation Program - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1691000,1691000,1100202
GRANTS,0W01,Chicago Transit Authority Infrastructure Improvement,84,Chicago Department of Transportation,2996,Chicago Transit Authority Infrastructure Improvement,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,47000,47000,28047000
GRANTS,0W02,Congestion Mitigation Air Quality (CMAQ),84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,15740000,15740000,140283404
GRANTS,0W03,Cook County Highway Program,84,Chicago Department of Transportation,2873,Cook County Highway Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,38723000,38723000,45739652
GRANTS,0W05,High Priority Project Program,84,Chicago Department of Transportation,2869,High Priority Project Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,3270000,3270000,2283284
GRANTS,0W06,Highway Safety Improvement Program,84,Chicago Department of Transportation,2925,Highway Safety Improvement Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1131000,1131000,3983927
GRANTS,0W11,Illinois Transportation Enhancement Program,84,Chicago Department of Transportation,2993,Illinois Transportation Enhancement Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1094000,1094000,2506559
GRANTS,0W13,Safe Routes to School,84,Chicago Department of Transportation,2921,Safe Routes to School,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,259000,259000,258600
GRANTS,0W15,State Planning and Research,84,Chicago Department of Transportation,2981,State Planning and Research,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1554000,1554000,3910994
GRANTS,0W16,Surface Transportation Program (STP),84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,79518000,79518000,228423275
GRANTS,0W18,Transportation Alternative,84,Chicago Department of Transportation,2994,Transportation Alternatives Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,6688000,6688000,6535661
GRANTS,0W20,Transportation Planning,84,Chicago Department of Transportation,280P,Transportation Planning,0991,MATCHING AND SUPPLEMENTAL GRANTS,440000,440000,291259
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Unified Work Program,0005,SALARIES AND WAGES - ON PAYROLL,235698,235698,262621
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Unified Work Program,0015,SCHEDULE SALARY ADJUSTMENTS,1331,1331,2824
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Unified Work Program,0044,FRINGE BENEFITS,164647,164647,170055
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Unified Work Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,534000,534000,1304500
GRANTS,0W22,Illinois Secretary of State Grant,84,Chicago Department of Transportation,280K,Illinois Secretary of State Grant,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,57000,57000,56174
GRANTS,0W23,Illinois Competitive Freight Program,84,Chicago Department of Transportation,280L,Illinois Competitive Freight Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,2010000,2010000,62732925
GRANTS,0W24,Department of Commerce and Economic Opportunity,84,Chicago Department of Transportation,280M,Department of Commerce and Economic Opportunity,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,141315000
GRANTS,0W32,Rebuild Illinois,84,Chicago Department of Transportation,280Q,Rebuild Illinois,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,57228000,57228000,159528000
GRANTS,G378,Nationally Significant Multimodal Freight & Highway Projects (INFRA),84,Chicago Department of Transportation,280Y,Nationally Significant Multimodal Freight & Highway Projects (INFRA),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,19138000
GRANTS,G413,CDOT - Private Grants,84,Chicago Department of Transportation,280Z,CDOT - Private Grants,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,4000000
GRANTS,G622,Charging and Fueling Infrastructure (CFI),84,Chicago Department of Transportation,2961,Electric Vehicles and Charging Infrastructure,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,15000000
GRANTS,G623,Coronavirus State and Local Fiscal Recovery Funds (CSFRF),84,Chicago Department of Transportation,290G,Infrastructure Improvement Grants - COVID,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,13500000
GRANTS,G624,Community Project Funding,84,Chicago Department of Transportation,281C,Community Project Funding,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,5000000
GRANTS,G625,Rebuilding American Infrastructure With Sustainability and Equity (RAISE),84,Chicago Department of Transportation,281B,Rebuilding American Infrastructure with Sustainability and Equity (RAISE),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,20000000
GRANTS,G627,Bridge Investment Program,84,Chicago Department of Transportation,2906,Illinois Special Bridge Program (ISPB) / Major Bridge,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,73000000
GRANTS,G628,Open Space Land Acquisition & Development (OSLAD),84,Chicago Department of Transportation,281A,Open Space Land Acquisition and Development (OSLAD),0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,407300
GRANTS,G629,Illinois Special Bridge Program,84,Chicago Department of Transportation,2906,Illinois Special Bridge Program (ISPB) / Major Bridge,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,3000000
GRANTS,G665,Carbon Reduction Program,84,Chicago Department of Transportation,281E,Carbon Reduction Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,15000000
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2805,Midway - Airport Improvement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,10277946,10277946,20500000
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2807,Midway TSA,0140,PROFESSIONAL AND TECHNICAL SERVICES,1477954,1477954,4026000
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2824,Midway - AIP - Noise Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,30000000,30000000,68200000
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2827,Bipartisan Airport Improvement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,40334330,40334330,65334330
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2810,O'Hare - Airport Improvement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,23126000,23126000,82000000
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2811,O'Hare - Transportation Security Administration,0140,PROFESSIONAL AND TECHNICAL SERVICES,1643000,1643000,61643000
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2813,O'Hare - Airport Improvement Program (AIP) - Noise Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,11786432,11786432,13000000
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2815,O'Hare / Midway - TSA National Explosives Detection Canine Team Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,1263000,1263000,1263000
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2825,AIP - Letter of Intent (LOI) Funding,0140,PROFESSIONAL AND TECHNICAL SERVICES,30000000,30000000,30000000
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2827,Bipartisan Airport Improvement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,237086710,237086710,341752380
GRANTS,G087,CARES Act Airport Grants (MDW),85,Chicago Department of Aviation,280A,Cares Act Airport Grants (MDW),0140,PROFESSIONAL AND TECHNICAL SERVICES,30679808,30679808,0
GRANTS,G088,CARES Act Airport Grants (ORD),85,Chicago Department of Aviation,280B,Cares Act Airport Grants (ORD),0140,PROFESSIONAL AND TECHNICAL SERVICES,68445055,68445055,0
GRANTS,G457,Hazard Mitigation Grant Program,88,Department of Water Management,280A,Hazard Mitigation Grant Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,100000,100000,0
GRANTS,G458,Hazard Mitigation Grant Program,88,Department of Water Management,280A,Hazard Mitigation Grant Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,300000,300000,0
GRANTS,G070,Capital  Construction Grant,91,Chicago Public Library,2842,State Capital Construction Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,600000,600000,0
GRANTS,G071,Capital  Construction Grant,91,Chicago Public Library,2842,State Capital Construction Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,10000000,10000000,10000000
GRANTS,G139,Illinois Library Development,91,Chicago Public Library,2849,Project Next Generation,0140,PROFESSIONAL AND TECHNICAL SERVICES,40000,40000,0
GRANTS,G140,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0005,SALARIES AND WAGES - ON PAYROLL,94168,94168,0
GRANTS,G140,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0006,SALARY PROVISION,8278497,8278497,0
GRANTS,G140,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0044,FRINGE BENEFITS,63335,63335,0
GRANTS,G382,Project Next Generation,91,Chicago Public Library,2849,Project Next Generation,0140,PROFESSIONAL AND TECHNICAL SERVICES,40000,40000,0
GRANTS,G383,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0005,SALARIES AND WAGES - ON PAYROLL,4514114,4514114,4955703
GRANTS,G383,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0006,SALARY PROVISION,526000,526000,0
GRANTS,G383,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0015,SCHEDULE SALARY ADJUSTMENTS,16216,16216,31599
GRANTS,G383,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0044,FRINGE BENEFITS,3379670,3379670,3448698
GRANTS,G466,State Capital Construction Program,91,Chicago Public Library,280B,State Capital Construction Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,50000,50000,50000
GRANTS,G520,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0005,SALARIES AND WAGES - ON PAYROLL,0,0,107554
GRANTS,G520,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0006,SALARY PROVISION,0,0,8257186
GRANTS,G520,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,1616
GRANTS,G520,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0044,FRINGE BENEFITS,0,0,69644
GRANTS,G668,Digital Equity Capacity Kickstarter Program,91,Chicago Public Library,280C,Digital Equity Capacity Kickstarter Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,174000
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0005,SALARIES AND WAGES - ON PAYROLL,107748,107748,108339
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0039,STUDENT AS TRAINEES,1502,1502,1502
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0044,FRINGE BENEFITS,70295,70295,69704
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0140,PROFESSIONAL AND TECHNICAL SERVICES,105188,105188,105188
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0152,ADVERTISING,10000,10000,10000
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0157,RENTAL EQUIPMENT AND SERVICES,6810,6810,6810
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0159,LEASE/PURCHASE EQUIPMENT,2600,2600,2600
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0169,TECHNICAL MEETING COSTS,10000,10000,10000
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0190,TELEPHONE - CENTREX BILLINGS,1950,1950,1950
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0270,LOCAL TRANSPORTATION,150,150,150
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0348,BOOKS AND RELATED MATERIAL,1624,1624,1624
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,0350,STATIONERY AND OFFICE SUPPLIES,3500,3500,3500
CDBG,0J50,Community Development Block Grant Year L,5,Office of Budget and Management,2505,Administration and Monitoring,9438,REIMBURSEMENT - FFM,5000,5000,5000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2556,Developer Services,0005,SALARIES AND WAGES - ON PAYROLL,618835,618835,568271
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2556,Developer Services,0015,SCHEDULE SALARY ADJUSTMENTS,3740,3740,7462
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2556,Developer Services,0044,FRINGE BENEFITS,436980,436980,389417
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2556,Developer Services,0140,PROFESSIONAL AND TECHNICAL SERVICES,50000,50000,50000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2556,Developer Services,0155,RENTAL OF PROPERTY,150000,150000,0
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2556,Developer Services,0169,TECHNICAL MEETING COSTS,25350,25350,31500
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2556,Developer Services,0446,PURCHASE - IT HARDWARE,4000,4000,0
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2556,Developer Services,0801,INDIRECT COSTS,451576,451576,451576
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2556,Developer Services,9103,REHABILITATION LOANS GT,37369877,37369877,13775000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2557,Housing Preservation,0005,SALARIES AND WAGES - ON PAYROLL,425488,425488,519678
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2557,Housing Preservation,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,12189
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2557,Housing Preservation,0044,FRINGE BENEFITS,286174,286174,352771
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2557,Housing Preservation,0135,DELEGATE AGENCIES,5253927,5253927,5290000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2557,Housing Preservation,0140,PROFESSIONAL AND TECHNICAL SERVICES,25000,25000,1225000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2557,Housing Preservation,0143,COURT REPORTING,25000,25000,25000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2557,Housing Preservation,0801,INDIRECT COSTS,478665,478665,478665
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2557,Housing Preservation,9126,HEAT RECEIVERSHIP PGM,1200000,1200000,0
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2558,Emergency Repair,0005,SALARIES AND WAGES - ON PAYROLL,342320,342320,243776
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2558,Emergency Repair,0044,FRINGE BENEFITS,230236,230236,157852
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2558,Emergency Repair,0135,DELEGATE AGENCIES,0,0,6000000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2558,Emergency Repair,0140,PROFESSIONAL AND TECHNICAL SERVICES,1906493,1906493,137500
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2558,Emergency Repair,0169,TECHNICAL MEETING COSTS,3000,3000,3000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2558,Emergency Repair,0801,INDIRECT COSTS,387458,387458,387458
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2558,Emergency Repair,9264,EHRP,2413844,2413844,0
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2558,Emergency Repair,9265,HOME REPAIR PROGRAM,17375327,17375327,0
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2559,Housing Services and Technical Assistance,0005,SALARIES AND WAGES - ON PAYROLL,219927,219927,314486
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2559,Housing Services and Technical Assistance,0006,SALARY PROVISION,0,0,100000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2559,Housing Services and Technical Assistance,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,2280
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2559,Housing Services and Technical Assistance,0044,FRINGE BENEFITS,147917,147917,221662
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2559,Housing Services and Technical Assistance,0135,DELEGATE AGENCIES,815191,815191,1123000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2559,Housing Services and Technical Assistance,0801,INDIRECT COSTS,250454,250454,250454
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2560,Homeownership Counseling Services,0005,SALARIES AND WAGES - ON PAYROLL,393589,393589,512917
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2560,Homeownership Counseling Services,0015,SCHEDULE SALARY ADJUSTMENTS,3120,3120,11781
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2560,Homeownership Counseling Services,0044,FRINGE BENEFITS,269867,269867,332127
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2560,Homeownership Counseling Services,0135,DELEGATE AGENCIES,1214531,1214531,1446000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2560,Homeownership Counseling Services,0801,INDIRECT COSTS,438150,438150,438150
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2561,Small Accessible Repairs for Seniors,0135,DELEGATE AGENCIES,2178000,2178000,2978000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2561,Small Accessible Repairs for Seniors,0140,PROFESSIONAL AND TECHNICAL SERVICES,115000,115000,115318
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2562,Neighborhood Lending,0005,SALARIES AND WAGES - ON PAYROLL,113699,113699,131031
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2562,Neighborhood Lending,0015,SCHEDULE SALARY ADJUSTMENTS,3144,3144,10003
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2562,Neighborhood Lending,0044,FRINGE BENEFITS,87268,87268,84846
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2562,Neighborhood Lending,0135,DELEGATE AGENCIES,4720675,4720675,0
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2562,Neighborhood Lending,0801,INDIRECT COSTS,65299,65299,65299
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2562,Neighborhood Lending,9103,REHABILITATION LOANS GT,0,0,1500000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0005,SALARIES AND WAGES - ON PAYROLL,1850020,1850020,1863344
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0015,SCHEDULE SALARY ADJUSTMENTS,8262,8262,36128
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0044,FRINGE BENEFITS,1264891,1264891,1245546
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0138,IT MAINTENANCE,19000,19000,0
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,200000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0149,SOFTWARE MAINTENANCE AND LICENSING,104000,104000,4400
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0155,RENTAL OF PROPERTY,146640,146640,300000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0169,TECHNICAL MEETING COSTS,26310,26310,49000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0340,MATERIAL AND SUPPLIES,470,470,1000
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0446,PURCHASE - IT HARDWARE,4400,4400,0
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2563,Construction and Compliance,0801,INDIRECT COSTS,2104378,2104378,2104378
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2570,Policy,0005,SALARIES AND WAGES - ON PAYROLL,0,0,585135
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2570,Policy,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,6561
CDBG,0J50,Community Development Block Grant Year L,21,Department of Housing,2570,Policy,0044,FRINGE BENEFITS,0,0,392748
CDBG,0J50,Community Development Block Grant Year L,27,Department of Finance,2512,Accounting and Financial Reporting,0005,SALARIES AND WAGES - ON PAYROLL,431252,431252,0
CDBG,0J50,Community Development Block Grant Year L,27,Department of Finance,2512,Accounting and Financial Reporting,0044,FRINGE BENEFITS,294018,294018,0
CDBG,0J50,Community Development Block Grant Year L,31,Department of Law,2515,Code Enforcement,0005,SALARIES AND WAGES - ON PAYROLL,2182111,2182111,0
CDBG,0J50,Community Development Block Grant Year L,31,Department of Law,2515,Code Enforcement,0015,SCHEDULE SALARY ADJUSTMENTS,15108,15108,0
CDBG,0J50,Community Development Block Grant Year L,31,Department of Law,2515,Code Enforcement,0044,FRINGE BENEFITS,1502673,1502673,0
CDBG,0J50,Community Development Block Grant Year L,38,Department of Fleet and Facility Management,2505,Environmental Review,0005,SALARIES AND WAGES - ON PAYROLL,212617,212617,201996
CDBG,0J50,Community Development Block Grant Year L,38,Department of Fleet and Facility Management,2505,Environmental Review,0015,SCHEDULE SALARY ADJUSTMENTS,1647,1647,1818
CDBG,0J50,Community Development Block Grant Year L,38,Department of Fleet and Facility Management,2505,Environmental Review,0044,FRINGE BENEFITS,143001,143001,153450
CDBG,0J50,Community Development Block Grant Year L,38,Department of Fleet and Facility Management,2505,Environmental Review,0140,PROFESSIONAL AND TECHNICAL SERVICES,163000,163000,163001
