fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0039,STUDENT AS TRAINEES,90000,90000,95000
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0130,POSTAGE,1082773,1082773,1258200
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0138,IT MAINTENANCE,350000,350000,550000
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0140,PROFESSIONAL AND TECHNICAL SERVICES,258750,258750,294300
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0149,SOFTWARE MAINTENANCE AND LICENSING,931000,931000,1035000
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0154,RENTAL-DATA HARDWARE EQ,12125,12125,12125
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0157,RENTAL EQUIPMENT AND SERVICES,93024,93024,93519
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0159,LEASE/PURCHASE EQUIPMENT,45000,45000,45000
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0162,REPAIR/MAINT EQUIPMENT,5750,5750,12500
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,18000,18000,18000
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0338,LICENSE STICKER TAG AND PLATES,460141,460141,460141
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0340,MATERIAL AND SUPPLIES,14500,14500,14500
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,0350,STATIONERY AND OFFICE SUPPLIES,112500,112500,125500
LOCAL,0300,Vehicle Tax Fund,25,Office of City Clerk,2005,Office of City Clerk,9438,REIMBURSEMENT - FFM,5000,5000,10000
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0005,SALARIES AND WAGES - ON PAYROLL,2985919,2985919,3357635
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0015,SCHEDULE SALARY ADJUSTMENTS,16068,16068,52128
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0039,STUDENT AS TRAINEES,17000,17000,17000
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0140,PROFESSIONAL AND TECHNICAL SERVICES,25000,25000,50000
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0149,SOFTWARE MAINTENANCE AND LICENSING,8000,8000,8000
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0166,DUES  SUBSC & MEM,6000,6000,6000
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0169,TECHNICAL MEETING COSTS,885,885,885
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0171,MISCELLANEOUS SUPPLIES,4000,4000,4000
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0270,LOCAL TRANSPORTATION,250,250,250
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0348,BOOKS AND RELATED MATERIAL,100,100,100
LOCAL,0100,Corporate Fund,27,Department of Finance,2011,City Comptroller,0350,STATIONERY AND OFFICE SUPPLIES,7000,7000,5500
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0005,SALARIES AND WAGES - ON PAYROLL,4458529,4458529,4827687
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0015,SCHEDULE SALARY ADJUSTMENTS,31264,31264,57377
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0020,OVERTIME,20000,20000,32500
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0140,PROFESSIONAL AND TECHNICAL SERVICES,101000,101000,101000
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0142,ACCOUNTING AND AUDITING,609925,609925,628425
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0149,SOFTWARE MAINTENANCE AND LICENSING,25000,25000,40000
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0166,DUES  SUBSC & MEM,1450,1450,1600
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0169,TECHNICAL MEETING COSTS,13750,13750,13750
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0245,REIMBURSEMENT TO TRAVELERS,3000,3000,3500
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0348,BOOKS AND RELATED MATERIAL,600,600,600
LOCAL,0100,Corporate Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0350,STATIONERY AND OFFICE SUPPLIES,6000,6000,5000
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0005,SALARIES AND WAGES - ON PAYROLL,6631123,6631123,7415009
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0015,SCHEDULE SALARY ADJUSTMENTS,45460,45460,106974
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0039,STUDENT AS TRAINEES,17000,17000,17000
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0130,POSTAGE,100000,100000,80000
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,513819,513819,527299
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0149,SOFTWARE MAINTENANCE AND LICENSING,277170,277170,302170
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0150,OUTSIDE GRAPHIC SERVICES,40000,40000,30000
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0152,ADVERTISING,9500,9500,212500
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0162,REPAIR/MAINT EQUIPMENT,400,400,300
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0166,DUES  SUBSC & MEM,9656,14656,13862
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0169,TECHNICAL MEETING COSTS,40779,35779,45779
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0178,FREIGHT AND EXPRESS CHARGES,3500,3500,3500
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0179,MESSENGER SERVICES,12000,12000,12000
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0245,REIMBURSEMENT TO TRAVELERS,20200,20200,21700
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0340,MATERIAL AND SUPPLIES,13240,13240,13240
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0348,BOOKS AND RELATED MATERIAL,1315,1315,1315
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,0350,STATIONERY AND OFFICE SUPPLIES,15000,15000,13000
LOCAL,0100,Corporate Fund,27,Department of Finance,2015,Financial Strategy and Operations,9067,PHYSICAL EXAMS,400,400,400
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0005,SALARIES AND WAGES - ON PAYROLL,23550337,23550337,26158786
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0012,CONTRACT WAGE - PREVAILING RATE,43443,43443,69154
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0015,SCHEDULE SALARY ADJUSTMENTS,138006,138006,265937
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0020,OVERTIME,163015,163015,270500
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0039,STUDENT AS TRAINEES,17000,17000,17000
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0091,UNIFORM ALLOWANCE,97900,97900,84050
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0130,POSTAGE,156000,156000,171600
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0138,IT MAINTENANCE,22464190,22464190,22100000
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,6280946,6280946,6343446
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0149,SOFTWARE MAINTENANCE AND LICENSING,96040,96040,96040
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0152,ADVERTISING,5500,5500,5500
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0156,LOCK BOX RENTAL,15574,15574,15574
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0157,RENTAL EQUIPMENT AND SERVICES,5040,5040,5040
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0159,LEASE/PURCHASE EQUIPMENT,109500,109500,80900
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0162,REPAIR/MAINT EQUIPMENT,1263747,1263747,1263747
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0166,DUES  SUBSC & MEM,0,0,1390
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0169,TECHNICAL MEETING COSTS,11210,11210,12360
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0178,FREIGHT AND EXPRESS CHARGES,1300,1300,1300
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0179,MESSENGER SERVICES,21000,21000,15000
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0228,OUT OF TOWN TRAVEL FOR AUDITORS ONLY,1000,1000,1000
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,2000,2000,2000
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0319,CLOTHING,6083,6083,6083
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0339,REVENUE STAMPS,26180,26180,26180
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0340,MATERIAL AND SUPPLIES,161350,161350,161350
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0350,STATIONERY AND OFFICE SUPPLIES,104900,104900,95000
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,0421,MACHINERY AND EQUIPMENT,55000,55000,45000
LOCAL,0100,Corporate Fund,27,Department of Finance,2020,Revenue Services and Operations,9438,REIMBURSEMENT - FFM,40000,40000,40000
LOCAL,0200,Water Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0005,SALARIES AND WAGES - ON PAYROLL,298322,298322,473323
LOCAL,0200,Water Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0015,SCHEDULE SALARY ADJUSTMENTS,3623,3623,8448
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,0005,SALARIES AND WAGES - ON PAYROLL,443985,443985,514406
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,0015,SCHEDULE SALARY ADJUSTMENTS,1140,1140,966
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,221250,221250,221250
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,0149,SOFTWARE MAINTENANCE AND LICENSING,10640,10640,10640
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,0154,RENTAL-DATA HARDWARE EQ,20000,20000,20000
LOCAL,0200,Water Fund,27,Department of Finance,2015,Financial Strategy and Operations,0166,DUES  SUBSC & MEM,432,432,432
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,0005,SALARIES AND WAGES - ON PAYROLL,2416998,2416998,2789195
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,0015,SCHEDULE SALARY ADJUSTMENTS,18554,18554,28846
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,0125,OFFICE AND BUILDING SERVICES,750,750,750
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,6029626,6029626,6181626
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,0156,LOCK BOX RENTAL,1577,1577,1577
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,0159,LEASE/PURCHASE EQUIPMENT,18542,18542,18542
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,0340,MATERIAL AND SUPPLIES,3400,3400,3400
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,0350,STATIONERY AND OFFICE SUPPLIES,20000,20000,15000
LOCAL,0200,Water Fund,27,Department of Finance,2020,Revenue Services and Operations,9438,REIMBURSEMENT - FFM,15000,15000,15000
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2015,Financial Strategy and Operations,0005,SALARIES AND WAGES - ON PAYROLL,474445,474445,576273
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2015,Financial Strategy and Operations,0015,SCHEDULE SALARY ADJUSTMENTS,1470,1470,11690
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,0005,SALARIES AND WAGES - ON PAYROLL,407751,407751,419854
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,0015,SCHEDULE SALARY ADJUSTMENTS,1715,1715,302
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,0350,STATIONERY AND OFFICE SUPPLIES,250,250,250
LOCAL,0300,Vehicle Tax Fund,27,Department of Finance,2020,Revenue Services and Operations,0421,MACHINERY AND EQUIPMENT,1201127,1201127,1201127
LOCAL,0314,Sewer Fund,27,Department of Finance,2015,Financial Strategy and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,16000,16000,16000
LOCAL,0314,Sewer Fund,27,Department of Finance,2015,Financial Strategy and Operations,0149,SOFTWARE MAINTENANCE AND LICENSING,8000,8000,8000
LOCAL,0314,Sewer Fund,27,Department of Finance,2015,Financial Strategy and Operations,0154,RENTAL-DATA HARDWARE EQ,10000,10000,10000
LOCAL,0314,Sewer Fund,27,Department of Finance,2015,Financial Strategy and Operations,0166,DUES  SUBSC & MEM,300,300,300
LOCAL,0314,Sewer Fund,27,Department of Finance,2020,Revenue Services and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,1628237,1628237,1628237
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0005,SALARIES AND WAGES - ON PAYROLL,170933,170933,191315
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0015,SCHEDULE SALARY ADJUSTMENTS,179,179,0
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0020,OVERTIME,500,500,500
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0039,STUDENT AS TRAINEES,6500,6500,6500
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0142,ACCOUNTING AND AUDITING,10000,10000,15000
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0166,DUES  SUBSC & MEM,300,300,300
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0169,TECHNICAL MEETING COSTS,420,420,420
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0270,LOCAL TRANSPORTATION,420,420,420
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0350,STATIONERY AND OFFICE SUPPLIES,500,500,500
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0005,SALARIES AND WAGES - ON PAYROLL,208112,208112,181258
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,26000,26000,26000
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0149,SOFTWARE MAINTENANCE AND LICENSING,6588,6588,6588
LOCAL,0610,Chicago Midway Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0166,DUES  SUBSC & MEM,350,350,350
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0005,SALARIES AND WAGES - ON PAYROLL,1983391,1983391,2097836
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0015,SCHEDULE SALARY ADJUSTMENTS,15002,15002,23963
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0020,OVERTIME,2000,2000,8000
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0142,ACCOUNTING AND AUDITING,69560,69560,69560
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0149,SOFTWARE MAINTENANCE AND LICENSING,1500,1500,1500
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0166,DUES  SUBSC & MEM,425,425,425
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0169,TECHNICAL MEETING COSTS,1500,1500,1500
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0348,BOOKS AND RELATED MATERIAL,500,500,500
LOCAL,0100,Corporate Fund,31,Department of Law,2005,Department of Law,0162,REPAIR/MAINT EQUIPMENT,1202,1202,1202
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0350,STATIONERY AND OFFICE SUPPLIES,3500,3500,3500
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0005,SALARIES AND WAGES - ON PAYROLL,499257,499257,582683
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0015,SCHEDULE SALARY ADJUSTMENTS,7639,7639,10362
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,100509,100509,100509
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0149,SOFTWARE MAINTENANCE AND LICENSING,38000,38000,38000
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0154,RENTAL-DATA HARDWARE EQ,20000,20000,20000
LOCAL,0740,Chicago O'Hare Airport Fund,27,Department of Finance,2015,Financial Strategy and Operations,0166,DUES  SUBSC & MEM,1500,1500,1500
LOCAL,0B21,Tax Increment Financing Administration Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0005,SALARIES AND WAGES - ON PAYROLL,449085,449085,437297
LOCAL,0B21,Tax Increment Financing Administration Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0015,SCHEDULE SALARY ADJUSTMENTS,2160,2160,4122
LOCAL,0B21,Tax Increment Financing Administration Fund,27,Department of Finance,2012,Accounting and Financial Reporting,0142,ACCOUNTING AND AUDITING,221701,221701,221701
LOCAL,0B26,Chicago Parking Meters Fund,27,Department of Finance,2015,Financial Strategy and Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,6500000,6500000,6500000
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,1617338,1617338,1795713
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0015,SCHEDULE SALARY ADJUSTMENTS,2568,2568,28399
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0039,STUDENT AS TRAINEES,15000,15000,15000
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0130,POSTAGE,131,131,131
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0138,IT MAINTENANCE,120037,120037,120037
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,327801,327801,327801
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0142,ACCOUNTING AND AUDITING,92000,92000,92000
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0149,SOFTWARE MAINTENANCE AND LICENSING,31721,31721,31721
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0150,OUTSIDE GRAPHIC SERVICES,3000,3000,3000
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0157,RENTAL EQUIPMENT AND SERVICES,51000,51000,51000
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0159,LEASE/PURCHASE EQUIPMENT,26346,26346,26346
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0166,DUES  SUBSC & MEM,333090,333090,333090
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0169,TECHNICAL MEETING COSTS,33000,33000,40000
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0179,MESSENGER SERVICES,500,500,500
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0245,REIMBURSEMENT TO TRAVELERS,16500,16500,20000
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0270,LOCAL TRANSPORTATION,1500,1500,1500
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0350,STATIONERY AND OFFICE SUPPLIES,6500,6500,6500
LOCAL,0100,Corporate Fund,28,City Treasurer's Office,2005,Office of City Treasurer,9438,REIMBURSEMENT - FFM,7000,7000,10000
LOCAL,0200,Water Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,354984,354984,313885
LOCAL,0200,Water Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0138,IT MAINTENANCE,92767,92767,92767
LOCAL,0200,Water Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,118729,118729,118729
LOCAL,0314,Sewer Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,155906,155906,160585
LOCAL,0314,Sewer Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0138,IT MAINTENANCE,56471,56471,56471
LOCAL,0314,Sewer Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,57611,57611,57611
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,247000,247000,260072
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0015,SCHEDULE SALARY ADJUSTMENTS,6807,6807,3608
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0138,IT MAINTENANCE,78084,78084,78084
LOCAL,0610,Chicago Midway Airport Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,97943,97943,97943
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,874582,874582,916161
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,1532
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0138,IT MAINTENANCE,125058,125058,125058
LOCAL,0740,Chicago O'Hare Airport Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,291175,291175,291175
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0005,SALARIES AND WAGES - ON PAYROLL,353390,353390,375390
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,11673
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0138,IT MAINTENANCE,81908,81908,81908
LOCAL,0B21,Tax Increment Financing Administration Fund,28,City Treasurer's Office,2005,Office of City Treasurer,0140,PROFESSIONAL AND TECHNICAL SERVICES,35513,35513,35513
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0005,SALARIES AND WAGES - ON PAYROLL,3064585,3064585,3354303
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0015,SCHEDULE SALARY ADJUSTMENTS,10325,10325,34855
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0020,OVERTIME,2450,2450,2700
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0039,STUDENT AS TRAINEES,8624,8624,40457
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0130,POSTAGE,69622,69622,69622
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0138,IT MAINTENANCE,1069057,1069057,1110490
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0140,PROFESSIONAL AND TECHNICAL SERVICES,4047688,4047688,3993922
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0143,COURT REPORTING,64917,64917,51829
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0159,LEASE/PURCHASE EQUIPMENT,51284,51284,51284
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0162,REPAIR/MAINT EQUIPMENT,600,600,600
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0166,DUES  SUBSC & MEM,2350,2350,2350
LOCAL,0100,Corporate Fund,30,Department of Administrative Hearings,2005,Department of Administrative Hearings,0169,TECHNICAL MEETING COSTS,470,470,470
