fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2025,BUREAU OF RODENT CONTROL,313,CLEANING AND SANITATION SUPPLIES,304
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2025,BUREAU OF RODENT CONTROL,319,CLOTHING,16250
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2025,BUREAU OF RODENT CONTROL,340,MATERIAL AND SUPPLIES,72178
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2025,BUREAU OF RODENT CONTROL,350,STATIONERY AND OFFICE SUPPLIES,4230
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2025,BUREAU OF RODENT CONTROL,401,TOOL <= $100 UNIT,8722
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,17054358
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,102602
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,72171
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,20,OVERTIME,2229000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,135,DELEGATE AGENCIES,600000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,2186120
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,10800
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,319,CLOTHING,7725
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,340,MATERIAL AND SUPPLIES,42400
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,341,CHEMICALS,120000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,362,PAINTS AND PAINTING SUPPLIES,270000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,5,SALARIES AND WAGES - ON PAYROLL,15364087
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,12,CONTRACT WAGE - PREVAILING RATE,89755
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,15,SCHEDULE SALARY ADJUSTMENTS,2334
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,20,OVERTIME,799938
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,126,OFFICE CONVENIENCES,1280
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,130,POSTAGE,120
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,140,PROFESSIONAL AND TECHNICAL SERVICES,1454200
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,154,RENTAL-DATA HARDWARE EQ,1500
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,157,RENTAL EQUIPMENT AND SERVICES,1024056
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,159,LEASE/PURCHASE EQUIPMENT,7100
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,160,REPAIR/MAINT PROPERTY,400
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,162,REPAIR/MAINT EQUIPMENT,4700
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,188,VEHICLE TRACKING SERVICE,50000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,190,TELEPHONE - NON-CENTREX BILLINGS,8000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,197,TELEPHONE - MAINTENANCE,2300
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,229,TRANSPORTATION AND EXPENSE ALLOWANCE,4500
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,245,REIMBURSEMENT TO TRAVELERS,200
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,313,CLEANING AND SANITATION SUPPLIES,2530
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,319,CLOTHING,6200
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,340,MATERIAL AND SUPPLIES,48445
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,345,APPARATUS AND INSTRUMENTS,500
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,350,STATIONERY AND OFFICE SUPPLIES,5400
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,360,REPAIR PARTS AND MATERIAL,30000
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,361,BUILDING MATERIALS AND SUPPLIES,1500
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,362,PAINTS AND PAINTING SUPPLIES,800
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,270,LOCAL TRANSPORTATION,200
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,363,STRUCTURAL STEELS  IRON  OTHER MATERIALS,270
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,423,COMMUNICATION DEVICES,11425
LOCAL,0100,CORPORATE FUND,81,STREETS AND SANITATION,2060,BUREAU OF FORESTRY,440,MACHINERY AND EQUIPMENT,150
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,5,SALARIES AND WAGES - ON PAYROLL,5062770
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,12,CONTRACT WAGE - PREVAILING RATE,41917
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,20,OVERTIME,20000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,150,PUBLICATN & REPRODT-OUT,30000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,157,RENTAL EQUIPMENT AND SERVICES,2027511
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,423,COMMUNICATION DEVICES,500
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,2826830
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,15742
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,6479
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,20,OVERTIME,1144000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,126,OFFICE CONVENIENCES,4500
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,157,RENTAL EQUIPMENT AND SERVICES,72306
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,159,LEASE/PURCHASE EQUIPMENT,1000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,162,REPAIR/MAINT EQUIPMENT,5000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,181,MOBILE COMMUNICATION SERVICES,16000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,185,WASTE DISPOSAL SERVICES,1745000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,190,TELEPHONE - NON-CENTREX BILLINGS,22000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,196,DATA CIRCUITS,10100
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,197,TELEPHONE - MAINTENANCE,1780
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,313,CLEANING AND SANITATION SUPPLIES,1000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,340,MATERIAL AND SUPPLIES,180219
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,341,CHEMICALS,50000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,350,STATIONERY AND OFFICE SUPPLIES,10000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,401,TOOL <= $100 UNIT,22000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,402,TOOLS > $100 UNIT,11700
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,9438,REIMBURSEMENT - 2FM,5000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,5,SALARIES AND WAGES - ON PAYROLL,13382978
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,12,CONTRACT WAGE - PREVAILING RATE,74420
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,22700
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,20,OVERTIME,600000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,91,UNIFORM ALLOWANCE,23000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,126,OFFICE CONVENIENCES,2350
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,130,POSTAGE,512500
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,7938100
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,150,PUBLICATN & REPRODT-OUT,5800
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,157,RENTAL EQUIPMENT AND SERVICES,77500
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,162,REPAIR/MAINT EQUIPMENT,29400
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,166,DUES  SUBSC & MEM,200
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,181,MOBILE COMMUNICATION SERVICES,265000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,188,VEHICLE TRACKING SERVICE,49000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,189,TELEPHONE - NON-CENTREX BILLINGS,6600
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,190,TELEPHONE - NON-CENTREX BILLINGS,19000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,197,TELEPHONE - MAINTENANCE,725
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,313,CLEANING AND SANITATION SUPPLIES,700
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,319,CLOTHING,1400
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,340,MATERIAL AND SUPPLIES,94500
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,350,STATIONERY AND OFFICE SUPPLIES,37000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,992,TOW STORAGE REFUNDS,700000
LOCAL,0300,VEHICLE FUND,81,STREETS AND SANITATION,2070,BUREAU OF TRAFFIC SERVICES,9438,REIMBURSEMENT - 2FM,28000
LOCAL,0310,MOTOR FUEL TAX FUND,81,STREETS AND SANITATION,2045,BUREAU OF STREET OPERATIONS,340,MATERIAL AND SUPPLIES,12721200
LOCAL,0B32,GARBAGE COLLECTION FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,5,SALARIES AND WAGES - ON PAYROLL,58902207
LOCAL,0B32,GARBAGE COLLECTION FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,12,CONTRACT WAGE - PREVAILING RATE,207027
LOCAL,0B32,GARBAGE COLLECTION FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,15,SCHEDULE SALARY ADJUSTMENTS,40636
LOCAL,0B32,GARBAGE COLLECTION FUND,81,STREETS AND SANITATION,2020,BUREAU OF SANITATION,20,OVERTIME,1277970
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,5,SALARIES AND WAGES - ON PAYROLL,2363946
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,130,POSTAGE,750
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,140,PROFESSIONAL AND TECHNICAL SERVICES,66000
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,159,LEASE/PURCHASE EQUIPMENT,15319
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,166,DUES  SUBSC & MEM,615
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,169,TECHNICAL MEETING COSTS,1100
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,178,FREIGHT AND EXPRESS CHARGES,250
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,181,MOBILE COMMUNICATION SERVICES,2700
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,190,TELEPHONE - NON-CENTREX BILLINGS,14600
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,191,TELEPHONE - RELOCATIONS,400
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,197,TELEPHONE - MAINTENANCE,20
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,245,REIMBURSEMENT TO TRAVELERS,2800
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,340,MATERIAL AND SUPPLIES,1600
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,350,STATIONERY AND OFFICE SUPPLIES,5500
LOCAL,0100,CORPORATE FUND,84,CDOT,2105,COMMISSIONER'S OFFICE,931,TORT/NON-TORT JUDGMENT,1300000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,5,SALARIES AND WAGES - ON PAYROLL,5239421
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,12,CONTRACT WAGE - PREVAILING RATE,1104
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,15,SCHEDULE SALARY ADJUSTMENTS,13162
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,39,STUDENT AS TRAINEES,10000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,130,POSTAGE,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,140,PROFESSIONAL AND TECHNICAL SERVICES,92000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,149,SOFTWARE MAINTENANCE AND LICENSING,9000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,150,PUBLICATN & REPRODT-OUT,1000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,152,ADVERTISING,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,160,REPAIR/MAINT PROPERTY,6250
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,166,DUES  SUBSC & MEM,460
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,168,EDUCATION DEVELOPMENT,2400
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,169,TECHNICAL MEETING COSTS,900
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,171,MISCELLANEOUS SUPPLIES,850
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,178,FREIGHT AND EXPRESS CHARGES,300
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,181,MOBILE COMMUNICATION SERVICES,42150
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,190,TELEPHONE - NON-CENTREX BILLINGS,25000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,191,TELEPHONE - RELOCATIONS,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,197,TELEPHONE - MAINTENANCE,720
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,245,REIMBURSEMENT TO TRAVELERS,800
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,270,LOCAL TRANSPORTATION,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,348,BOOKS AND RELATED MATERIAL,3000
LOCAL,0100,CORPORATE FUND,84,CDOT,2115,ADMINISTRATION,350,STATIONERY AND OFFICE SUPPLIES,8600
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,5,SALARIES AND WAGES - ON PAYROLL,829209
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,39,STUDENT AS TRAINEES,5000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,130,POSTAGE,250
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,138,IT MAINTENANCE,6000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,140,PROFESSIONAL AND TECHNICAL SERVICES,101000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,149,SOFTWARE MAINTENANCE AND LICENSING,5000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,159,LEASE/PURCHASE EQUIPMENT,6700
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,162,REPAIR/MAINT EQUIPMENT,14486360
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,166,DUES  SUBSC & MEM,2600
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,169,TECHNICAL MEETING COSTS,3000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,178,FREIGHT AND EXPRESS CHARGES,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,229,TRANSPORTATION AND EXPENSE ALLOWANCE,300
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,245,REIMBURSEMENT TO TRAVELERS,5000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,270,LOCAL TRANSPORTATION,300
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,345,APPARATUS AND INSTRUMENTS,2000
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,348,BOOKS AND RELATED MATERIAL,1100
LOCAL,0100,CORPORATE FUND,84,CDOT,2130,Traffic Safety,350,STATIONERY AND OFFICE SUPPLIES,2000
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,5,SALARIES AND WAGES - ON PAYROLL,3256145
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,12,CONTRACT WAGE - PREVAILING RATE,20964
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,15,SCHEDULE SALARY ADJUSTMENTS,4291
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,20,OVERTIME,29442
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,130,POSTAGE,200
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,140,PROFESSIONAL AND TECHNICAL SERVICES,400000
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,149,SOFTWARE MAINTENANCE AND LICENSING,9000
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,159,LEASE/PURCHASE EQUIPMENT,5540
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,160,REPAIR/MAINT PROPERTY,5500
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,162,REPAIR/MAINT EQUIPMENT,8250
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,185,WASTE DISPOSAL SERVICES,3000
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,188,VEHICLE TRACKING SERVICE,4667
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,319,CLOTHING,1300
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,340,MATERIAL AND SUPPLIES,461283
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,350,STATIONERY AND OFFICE SUPPLIES,6400
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,362,PAINTS AND PAINTING SUPPLIES,40000
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,440,MACHINERY AND EQUIPMENT,2800
LOCAL,0100,CORPORATE FUND,84,CDOT,2140,Sign Management,446,PURCHASE - DATA HARDWARE,5000
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,5,SALARIES AND WAGES - ON PAYROLL,3236261
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,15,SCHEDULE SALARY ADJUSTMENTS,3274
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,130,POSTAGE,500
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,668371
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,149,SOFTWARE MAINTENANCE AND LICENSING,14000
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,150,PUBLICATN & REPRODT-OUT,950
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,152,ADVERTISING,2250
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,153,PROMOTIONS,2000
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,157,RENTAL EQUIPMENT AND SERVICES,13500
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,159,LEASE/PURCHASE EQUIPMENT,23254
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,162,REPAIR/MAINT EQUIPMENT,8932
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,166,DUES  SUBSC & MEM,32724
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,169,TECHNICAL MEETING COSTS,3250
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,178,FREIGHT AND EXPRESS CHARGES,200
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,181,MOBILE COMMUNICATION SERVICES,900
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,190,TELEPHONE - NON-CENTREX BILLINGS,14600
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,197,TELEPHONE - MAINTENANCE,58
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,245,REIMBURSEMENT TO TRAVELERS,5950
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,270,LOCAL TRANSPORTATION,50
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,312,SOFTWARE PURCHASES,15000
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,345,APPARATUS AND INSTRUMENTS,8200
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,348,BOOKS AND RELATED MATERIAL,400
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,350,STATIONERY AND OFFICE SUPPLIES,8300
LOCAL,0100,CORPORATE FUND,84,CDOT,2145,PROJECT DEVELOPMENT,9142,X-OFFENDER/RE-ENTRY INI,250000
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,5,SALARIES AND WAGES - ON PAYROLL,8029324
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,12,CONTRACT WAGE - PREVAILING RATE,75840
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,15,SCHEDULE SALARY ADJUSTMENTS,3519
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,20,OVERTIME,148775
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,39,STUDENT AS TRAINEES,4000
LOCAL,0100,CORPORATE FUND,84,CDOT,2150,ELECTRICAL OPERATIONS,130,POSTAGE,294
