fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
LOCAL,0100,Corporate Fund,77,License Appeal Commission,2005,License Appeal Commission,0159,LEASE/PURCHASE EQUIPMENT,850.00,850.00,775.00
LOCAL,0100,Corporate Fund,77,License Appeal Commission,2005,License Appeal Commission,0350,STATIONERY AND OFFICE SUPPLIES,500.00,500.00,500.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0005,SALARIES AND WAGES - ON PAYROLL,948876.00,948876.00,915634.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0015,SCHEDULE SALARY ADJUSTMENTS,9838.00,9838.00,12481.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0039,STUDENT AS TRAINEES,2000.00,2000.00,2000.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0130,POSTAGE,8450.00,8450.00,5710.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0140,PROFESSIONAL AND TECHNICAL SERVICES,21000.00,21000.00,21000.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0149,SOFTWARE MAINTENANCE AND LICENSING,4000.00,4000.00,4000.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0159,LEASE/PURCHASE EQUIPMENT,7240.00,7240.00,6595.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0166,DUES  SUBSC & MEM,4000.00,4000.00,0.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0169,TECHNICAL MEETING COSTS,1800.00,1800.00,1800.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0178,FREIGHT AND EXPRESS CHARGES,3644.00,3644.00,3644.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,167.00,167.00,201.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0245,REIMBURSEMENT TO TRAVELERS,3500.00,3500.00,3500.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0270,LOCAL TRANSPORTATION,1500.00,1500.00,1500.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0348,BOOKS AND RELATED MATERIAL,594.00,594.00,594.00
LOCAL,0100,Corporate Fund,78,Board of Ethics,2005,Board of Ethics,0350,STATIONERY AND OFFICE SUPPLIES,3216.00,3216.00,3216.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2005,Commissioner's Office,0005,SALARIES AND WAGES - ON PAYROLL,2494121.00,2494121.00,2519840.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2005,Commissioner's Office,0012,CONTRACT WAGE - PREVAILING RATE,1759.00,1759.00,1558.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2005,Commissioner's Office,0015,SCHEDULE SALARY ADJUSTMENTS,51092.00,51092.00,44176.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2005,Commissioner's Office,0039,STUDENT AS TRAINEES,33180.00,33180.00,388800.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2005,Commissioner's Office,0130,POSTAGE,4700.00,4700.00,4700.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2005,Commissioner's Office,0140,PROFESSIONAL AND TECHNICAL SERVICES,4950.00,4950.00,4950.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2005,Commissioner's Office,0350,STATIONERY AND OFFICE SUPPLIES,4892.00,4892.00,4892.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2005,Commissioner's Office,0446,PURCHASE - IT HARDWARE,9000.00,9000.00,9000.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2005,Commissioner's Office,9067,PHYSICAL EXAMS,25000.00,25000.00,0.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2006,Administrative Services Division,0005,SALARIES AND WAGES - ON PAYROLL,2134128.00,2134128.00,2191892.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2006,Administrative Services Division,0015,SCHEDULE SALARY ADJUSTMENTS,41282.00,41282.00,30414.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2006,Administrative Services Division,0140,PROFESSIONAL AND TECHNICAL SERVICES,1030.00,1030.00,1030.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2006,Administrative Services Division,0159,LEASE/PURCHASE EQUIPMENT,17568.00,17568.00,17568.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2006,Administrative Services Division,0350,STATIONERY AND OFFICE SUPPLIES,5681.00,5681.00,5681.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2006,Administrative Services Division,0446,PURCHASE - IT HARDWARE,30379.00,30379.00,30379.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0005,SALARIES AND WAGES - ON PAYROLL,43715546.00,43715546.00,41821952.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0012,CONTRACT WAGE - PREVAILING RATE,648684.00,648684.00,455523.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0015,SCHEDULE SALARY ADJUSTMENTS,46922.00,46922.00,209007.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0020,OVERTIME,3754128.00,3754128.00,3754128.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0091,UNIFORM ALLOWANCE,299000.00,299000.00,299000.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0126,OFFICE CONVENIENCES,552.00,552.00,552.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0140,PROFESSIONAL AND TECHNICAL SERVICES,32849025.00,32849025.00,33833342.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0150,OUTSIDE GRAPHIC SERVICES,150000.00,150000.00,150000.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0157,RENTAL EQUIPMENT AND SERVICES,846235.00,846235.00,846235.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0159,LEASE/PURCHASE EQUIPMENT,80801.00,80801.00,80801.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0162,REPAIR/MAINT EQUIPMENT,8620.00,8620.00,8620.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0166,DUES  SUBSC & MEM,4034.00,4034.00,4034.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0185,WASTE DISPOSAL SERVICES,56155062.00,56155062.00,57839714.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0313,CLEANING AND SANITATION SUPPLIES,21863.00,21863.00,21863.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0319,CLOTHING,116466.00,116466.00,97116.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0340,MATERIAL AND SUPPLIES,59420.00,59420.00,59420.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0341,CHEMICALS,44273.00,44273.00,44273.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0350,STATIONERY AND OFFICE SUPPLIES,12919.00,12919.00,12919.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0401,TOOL <= $100 UNIT,35738.00,35738.00,35738.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0005,SALARIES AND WAGES - ON PAYROLL,10116496.00,10116496.00,9812401.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0012,CONTRACT WAGE - PREVAILING RATE,160280.00,160280.00,134417.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0015,SCHEDULE SALARY ADJUSTMENTS,14515.00,14515.00,15329.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0020,OVERTIME,209952.00,209952.00,209952.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0091,UNIFORM ALLOWANCE,24600.00,24600.00,24600.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0140,PROFESSIONAL AND TECHNICAL SERVICES,4150167.00,4150167.00,4150167.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0157,RENTAL EQUIPMENT AND SERVICES,125805.00,125805.00,125805.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0159,LEASE/PURCHASE EQUIPMENT,3199.00,3199.00,3199.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0313,CLEANING AND SANITATION SUPPLIES,329.00,329.00,329.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0319,CLOTHING,16111.00,16111.00,9611.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0340,MATERIAL AND SUPPLIES,121180.00,121180.00,121180.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0350,STATIONERY AND OFFICE SUPPLIES,4556.00,4556.00,4556.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2025,Bureau of Rodent Control,0401,TOOL <= $100 UNIT,7695.00,7695.00,7695.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0005,SALARIES AND WAGES - ON PAYROLL,14632680.00,14632680.00,14870864.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0012,CONTRACT WAGE - PREVAILING RATE,99417.00,99417.00,137363.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0015,SCHEDULE SALARY ADJUSTMENTS,95744.00,95744.00,114478.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0020,OVERTIME,170230.00,170230.00,170230.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0091,UNIFORM ALLOWANCE,16980.00,16980.00,16980.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0135,DELEGATE AGENCIES,1964928.00,1964928.00,1964928.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0140,PROFESSIONAL AND TECHNICAL SERVICES,19394.00,19394.00,19394.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0157,RENTAL EQUIPMENT AND SERVICES,315944.00,315944.00,315944.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0162,REPAIR/MAINT EQUIPMENT,139871.00,139871.00,139871.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0185,WASTE DISPOSAL SERVICES,2294510.00,2294510.00,1929510.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0313,CLEANING AND SANITATION SUPPLIES,6707.00,6707.00,6707.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0319,CLOTHING,20169.00,20169.00,20169.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0340,MATERIAL AND SUPPLIES,341288.00,341288.00,176288.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0341,CHEMICALS,315057.00,315057.00,315057.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0362,PAINTS AND PAINTING SUPPLIES,424187.00,424187.00,391302.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0005,SALARIES AND WAGES - ON PAYROLL,20850061.00,20850061.00,21529726.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0012,CONTRACT WAGE - PREVAILING RATE,352353.00,352353.00,298346.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0015,SCHEDULE SALARY ADJUSTMENTS,11464.00,11464.00,28012.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0020,OVERTIME,1327671.00,1327671.00,1327671.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0091,UNIFORM ALLOWANCE,74000.00,74000.00,74000.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0126,OFFICE CONVENIENCES,4000.00,4000.00,4000.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0130,POSTAGE,120.00,120.00,120.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0140,PROFESSIONAL AND TECHNICAL SERVICES,3996962.00,3996962.00,127047.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0154,RENTAL-DATA HARDWARE EQ,2250.00,2250.00,2250.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0157,RENTAL EQUIPMENT AND SERVICES,1978236.00,1978236.00,1774950.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0159,LEASE/PURCHASE EQUIPMENT,9230.00,9230.00,9230.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0160,REPAIR/MAINT PROPERTY,520.00,520.00,520.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0162,REPAIR/MAINT EQUIPMENT,6293.00,6293.00,6293.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,1957.00,1957.00,1957.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0313,CLEANING AND SANITATION SUPPLIES,5150.00,5150.00,5150.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0319,CLOTHING,89850.00,89850.00,89850.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0340,MATERIAL AND SUPPLIES,58996.00,58996.00,58996.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0345,APPARATUS AND INSTRUMENTS,550.00,550.00,550.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0350,STATIONERY AND OFFICE SUPPLIES,7000.00,7000.00,7000.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0360,REPAIR PARTS AND MATERIAL,44300.00,44300.00,44300.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0361,BUILDING MATERIALS AND SUPPLIES,1450.00,1450.00,1450.00
LOCAL,0100,Corporate Fund,81,Department of Streets and Sanitation,2060,Bureau of Forestry,0440,MACHINERY AND EQUIPMENT,180250.00,180250.00,61000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0005,SALARIES AND WAGES - ON PAYROLL,16238673.00,16238673.00,16101329.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0012,CONTRACT WAGE - PREVAILING RATE,266352.00,266352.00,239467.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0015,SCHEDULE SALARY ADJUSTMENTS,22474.00,22474.00,21993.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0020,OVERTIME,3157747.00,3157747.00,3157747.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0091,UNIFORM ALLOWANCE,78000.00,78000.00,78000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0126,OFFICE CONVENIENCES,6080.00,6080.00,6080.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0150,OUTSIDE GRAPHIC SERVICES,44554.00,44554.00,44554.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0157,RENTAL EQUIPMENT AND SERVICES,4420726.00,4420726.00,4636525.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0159,LEASE/PURCHASE EQUIPMENT,4560.00,4560.00,4560.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0313,CLEANING AND SANITATION SUPPLIES,17550.00,17550.00,15000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0340,MATERIAL AND SUPPLIES,248188.00,248188.00,180520.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0350,STATIONERY AND OFFICE SUPPLIES,18100.00,18100.00,13315.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0401,TOOL <= $100 UNIT,49305.00,49305.00,41305.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0402,TOOLS > $100 UNIT,19084.00,19084.00,19084.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0423,COMMUNICATION DEVICES,60574.00,60574.00,60574.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,9438,REIMBURSEMENT - FFM,6000.00,6000.00,6000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0005,SALARIES AND WAGES - ON PAYROLL,14545605.00,14545605.00,14910397.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0012,CONTRACT WAGE - PREVAILING RATE,154186.00,154186.00,135719.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0015,SCHEDULE SALARY ADJUSTMENTS,72214.00,72214.00,85754.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0020,OVERTIME,967019.00,967019.00,967019.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0091,UNIFORM ALLOWANCE,71750.00,71750.00,71750.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0126,OFFICE CONVENIENCES,2422.00,2422.00,2422.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0130,POSTAGE,675650.00,675650.00,755650.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0138,IT MAINTENANCE,150000.00,150000.00,150000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0140,PROFESSIONAL AND TECHNICAL SERVICES,9836199.00,9836199.00,9443144.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0149,SOFTWARE MAINTENANCE AND LICENSING,10000.00,10000.00,10000.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0150,OUTSIDE GRAPHIC SERVICES,11073.00,11073.00,12332.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0157,RENTAL EQUIPMENT AND SERVICES,126447.00,126447.00,126447.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0162,REPAIR/MAINT EQUIPMENT,15243.00,15243.00,15243.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0313,CLEANING AND SANITATION SUPPLIES,206.00,206.00,206.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0319,CLOTHING,4055.00,4055.00,36055.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0340,MATERIAL AND SUPPLIES,152683.00,152683.00,152683.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0350,STATIONERY AND OFFICE SUPPLIES,38375.00,38375.00,36109.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,0992,TOW STORAGE REFUNDS,370800.00,370800.00,370800.00
LOCAL,0300,Vehicle Tax Fund,81,Department of Streets and Sanitation,2070,Bureau of Traffic Services,9438,REIMBURSEMENT - FFM,191800.00,191800.00,191800.00
LOCAL,0310,Motor Fuel Tax Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0005,SALARIES AND WAGES - ON PAYROLL,2010420.00,2010420.00,0.00
LOCAL,0310,Motor Fuel Tax Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0012,CONTRACT WAGE - PREVAILING RATE,35182.00,35182.00,0.00
LOCAL,0310,Motor Fuel Tax Fund,81,Department of Streets and Sanitation,2045,Bureau of Street Operations,0340,MATERIAL AND SUPPLIES,18758985.00,18758985.00,18805345.00
LOCAL,0B32,Garbage Collection Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0005,SALARIES AND WAGES - ON PAYROLL,65072167.00,65072167.00,69700696.00
LOCAL,0B32,Garbage Collection Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0012,CONTRACT WAGE - PREVAILING RATE,1019595.00,1019595.00,1130867.00
LOCAL,0B32,Garbage Collection Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0015,SCHEDULE SALARY ADJUSTMENTS,123438.00,123438.00,0.00
LOCAL,0B32,Garbage Collection Fund,81,Department of Streets and Sanitation,2020,Bureau of Sanitation,0020,OVERTIME,2631825.00,2631825.00,2631825.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0005,SALARIES AND WAGES - ON PAYROLL,2883317.00,2883317.00,2488689.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0015,SCHEDULE SALARY ADJUSTMENTS,37149.00,37149.00,32886.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0039,STUDENT AS TRAINEES,33180.00,33180.00,0.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0130,POSTAGE,700.00,700.00,450.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0140,PROFESSIONAL AND TECHNICAL SERVICES,29000.00,29000.00,25000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0149,SOFTWARE MAINTENANCE AND LICENSING,61485.00,61485.00,64740.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0159,LEASE/PURCHASE EQUIPMENT,15869.00,15869.00,8369.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0166,DUES  SUBSC & MEM,205481.00,205481.00,207186.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0169,TECHNICAL MEETING COSTS,8000.00,8000.00,8000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0245,REIMBURSEMENT TO TRAVELERS,5000.00,5000.00,5000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0270,LOCAL TRANSPORTATION,120.00,120.00,120.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0340,MATERIAL AND SUPPLIES,1000.00,1000.00,1000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0350,STATIONERY AND OFFICE SUPPLIES,5500.00,5500.00,5500.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,0446,PURCHASE - IT HARDWARE,4000.00,4000.00,4000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2105,Commissioner's Office,9438,REIMBURSEMENT - FFM,10000.00,10000.00,10000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0005,SALARIES AND WAGES - ON PAYROLL,0.00,0.00,949949.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0015,SCHEDULE SALARY ADJUSTMENTS,0.00,0.00,11870.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0039,STUDENT AS TRAINEES,0.00,0.00,33180.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0130,POSTAGE,0.00,0.00,250.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0140,PROFESSIONAL AND TECHNICAL SERVICES,0.00,0.00,8000.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0149,SOFTWARE MAINTENANCE AND LICENSING,0.00,0.00,4095.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0159,LEASE/PURCHASE EQUIPMENT,0.00,0.00,1820.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0169,TECHNICAL MEETING COSTS,0.00,0.00,500.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0245,REIMBURSEMENT TO TRAVELERS,0.00,0.00,1400.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0350,STATIONERY AND OFFICE SUPPLIES,0.00,0.00,1600.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0446,PURCHASE - IT HARDWARE,0.00,0.00,2493.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0005,SALARIES AND WAGES - ON PAYROLL,5213381.00,5213381.00,5330813.00
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0015,SCHEDULE SALARY ADJUSTMENTS,85145.00,85145.00,64930.00
