fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
LOCAL,0100,Corporate Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0188,VEHICLE TRACKING SERVICE,0.00,0.00,1322051.00
LOCAL,0100,Corporate Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0189,TELEPHONE - NON-CENTREX BILLINGS,0.00,0.00,205403.00
LOCAL,0100,Corporate Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0190,TELEPHONE - CENTREX BILLINGS,0.00,0.00,1949219.00
LOCAL,0100,Corporate Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0196,DATA CIRCUITS,0.00,0.00,1410419.00
LOCAL,0100,Corporate Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0197,TELEPHONE - MAINTENANCE,0.00,0.00,225773.00
LOCAL,0100,Corporate Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0340,MATERIAL AND SUPPLIES,0.00,0.00,10000.00
LOCAL,0100,Corporate Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0350,STATIONERY AND OFFICE SUPPLIES,0.00,0.00,15000.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0138,IT MAINTENANCE,1674961.00,1674961.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0139,IT DEVELOPMENT,618000.00,618000.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,5805732.00,5805732.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,647542.00,647542.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0162,REPAIR/MAINT EQUIPMENT,106561.00,106561.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0166,DUES  SUBSC & MEM,1874.00,1874.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0181,MOBILE COMMUNICATION SERVICES,174288.00,174288.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0188,VEHICLE TRACKING SERVICE,262255.00,262255.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0189,TELEPHONE - NON-CENTREX BILLINGS,19966.00,19966.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0190,TELEPHONE - CENTREX BILLINGS,201447.00,201447.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0196,DATA CIRCUITS,506330.00,506330.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0197,TELEPHONE - MAINTENANCE,30925.00,30925.00,0.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0138,IT MAINTENANCE,0.00,0.00,2571403.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0139,IT DEVELOPMENT,0.00,0.00,618000.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,0.00,0.00,5768046.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,0.00,0.00,882393.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0162,REPAIR/MAINT EQUIPMENT,0.00,0.00,187419.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0166,DUES  SUBSC & MEM,0.00,0.00,2907.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0181,MOBILE COMMUNICATION SERVICES,0.00,0.00,111284.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0188,VEHICLE TRACKING SERVICE,0.00,0.00,83816.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0189,TELEPHONE - NON-CENTREX BILLINGS,0.00,0.00,13022.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0190,TELEPHONE - CENTREX BILLINGS,0.00,0.00,123577.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0196,DATA CIRCUITS,0.00,0.00,89418.00
LOCAL,0200,Water Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0197,TELEPHONE - MAINTENANCE,0.00,0.00,14314.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0138,IT MAINTENANCE,85228.00,85228.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,30713.00,30713.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,272359.00,272359.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0162,REPAIR/MAINT EQUIPMENT,68760.00,68760.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0166,DUES  SUBSC & MEM,1209.00,1209.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0181,MOBILE COMMUNICATION SERVICES,289209.00,289209.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0188,VEHICLE TRACKING SERVICE,88065.00,88065.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0189,TELEPHONE - NON-CENTREX BILLINGS,2096.00,2096.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0190,TELEPHONE - CENTREX BILLINGS,96052.00,96052.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0196,DATA CIRCUITS,48148.00,48148.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0197,TELEPHONE - MAINTENANCE,7712.00,7712.00,0.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0138,IT MAINTENANCE,0.00,0.00,132382.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,0.00,0.00,6603.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,0.00,0.00,402467.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0162,REPAIR/MAINT EQUIPMENT,0.00,0.00,109766.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0166,DUES  SUBSC & MEM,0.00,0.00,1703.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0181,MOBILE COMMUNICATION SERVICES,0.00,0.00,65176.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0188,VEHICLE TRACKING SERVICE,0.00,0.00,49088.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0189,TELEPHONE - NON-CENTREX BILLINGS,0.00,0.00,7627.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0190,TELEPHONE - CENTREX BILLINGS,0.00,0.00,72375.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0196,DATA CIRCUITS,0.00,0.00,52369.00
LOCAL,0300,Vehicle Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0197,TELEPHONE - MAINTENANCE,0.00,0.00,8383.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0138,IT MAINTENANCE,41719.00,41719.00,0.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,15033.00,15033.00,0.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,133311.00,133311.00,0.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0162,REPAIR/MAINT EQUIPMENT,33656.00,33656.00,0.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0166,DUES  SUBSC & MEM,592.00,592.00,0.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0188,VEHICLE TRACKING SERVICE,34123.00,34123.00,0.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0190,TELEPHONE - CENTREX BILLINGS,31602.00,31602.00,0.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0196,DATA CIRCUITS,17791.00,17791.00,0.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0138,IT MAINTENANCE,0.00,0.00,70829.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,0.00,0.00,3533.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,0.00,0.00,226270.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0162,REPAIR/MAINT EQUIPMENT,0.00,0.00,58729.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0166,DUES  SUBSC & MEM,0.00,0.00,911.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0188,VEHICLE TRACKING SERVICE,0.00,0.00,26264.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0190,TELEPHONE - CENTREX BILLINGS,0.00,0.00,38724.00
LOCAL,0314,Sewer Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0196,DATA CIRCUITS,0.00,0.00,28020.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0181,MOBILE COMMUNICATION SERVICES,4344.00,4344.00,0.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0188,VEHICLE TRACKING SERVICE,6362.00,6362.00,0.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0189,TELEPHONE - NON-CENTREX BILLINGS,65539.00,65539.00,0.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0190,TELEPHONE - CENTREX BILLINGS,249000.00,249000.00,0.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0197,TELEPHONE - MAINTENANCE,13801.00,13801.00,0.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0181,MOBILE COMMUNICATION SERVICES,0.00,0.00,60133.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0188,VEHICLE TRACKING SERVICE,0.00,0.00,46740.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0189,TELEPHONE - NON-CENTREX BILLINGS,0.00,0.00,7262.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0190,TELEPHONE - CENTREX BILLINGS,0.00,0.00,68913.00
LOCAL,0346,Library Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0197,TELEPHONE - MAINTENANCE,0.00,0.00,7982.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0181,MOBILE COMMUNICATION SERVICES,9694.00,9694.00,0.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0188,VEHICLE TRACKING SERVICE,3470.00,3470.00,0.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0189,TELEPHONE - NON-CENTREX BILLINGS,37037.00,37037.00,0.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0190,TELEPHONE - CENTREX BILLINGS,45200.00,45200.00,0.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0197,TELEPHONE - MAINTENANCE,3963.00,3963.00,0.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0181,MOBILE COMMUNICATION SERVICES,0.00,0.00,5971.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0188,VEHICLE TRACKING SERVICE,0.00,0.00,4641.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0189,TELEPHONE - NON-CENTREX BILLINGS,0.00,0.00,721.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0190,TELEPHONE - CENTREX BILLINGS,0.00,0.00,6843.00
LOCAL,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0197,TELEPHONE - MAINTENANCE,0.00,0.00,793.00
LOCAL,0610,Chicago Midway Airport Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0188,VEHICLE TRACKING SERVICE,88488.00,88488.00,0.00
LOCAL,0610,Chicago Midway Airport Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0190,TELEPHONE - CENTREX BILLINGS,4073.00,4073.00,0.00
LOCAL,0610,Chicago Midway Airport Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0188,VEHICLE TRACKING SERVICE,0.00,0.00,27848.00
LOCAL,0610,Chicago Midway Airport Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0190,TELEPHONE - CENTREX BILLINGS,0.00,0.00,41058.00
LOCAL,0740,Chicago O'Hare Airport Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0188,VEHICLE TRACKING SERVICE,352796.00,352796.00,0.00
LOCAL,0740,Chicago O'Hare Airport Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0190,TELEPHONE - CENTREX BILLINGS,9147.00,9147.00,0.00
LOCAL,0740,Chicago O'Hare Airport Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0188,VEHICLE TRACKING SERVICE,0.00,0.00,136016.00
LOCAL,0740,Chicago O'Hare Airport Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0190,TELEPHONE - CENTREX BILLINGS,0.00,0.00,200541.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0138,IT MAINTENANCE,7795.00,7795.00,0.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,2809.00,2809.00,0.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,24915.00,24915.00,0.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0162,REPAIR/MAINT EQUIPMENT,6289.00,6289.00,0.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0166,DUES  SUBSC & MEM,111.00,111.00,0.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2145,Bureau of Information Technology,0196,DATA CIRCUITS,3325.00,3325.00,0.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0138,IT MAINTENANCE,0.00,0.00,14873.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0140,PROFESSIONAL AND TECHNICAL SERVICES,0.00,0.00,742.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0149,SOFTWARE MAINTENANCE AND LICENSING,0.00,0.00,44783.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0162,REPAIR/MAINT EQUIPMENT,0.00,0.00,12333.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0166,DUES  SUBSC & MEM,0.00,0.00,191.00
LOCAL,0B21,Tax Increment Financing Administration Fund,6,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,0196,DATA CIRCUITS,0.00,0.00,5884.00
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0005,SALARIES AND WAGES - ON PAYROLL,7742238.00,7742238.00,6949278.00
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0017,WARD STAFF WAGE ALLOWANCE,15000000.00,15640850.00,0.00
LOCAL,0100,Corporate Fund,15,City Council,2005,City Council,0039,STUDENT AS TRAINEES,276500.00,276500.00,276500.00
